Municipality,Longitude,Latitude
Lobster Cove,-57.95,49.61
Lobstick Settlement,-112.6,54.01
Loch Broom,-62.74,45.65
Loch Katrine,-61.93,45.43
Loch Lomond,-65.86,45.35
Loch Woods,-96.98,50.74
Lochaber,-62.02,45.41
Lochaber Mines,-62.47,45.0
Lochaber-Partie-Ouest,-75.3,45.61
Lochalsh,-82.955,46.18
Lochiel,-74.62,45.37
Lochiel Lake,-62.05,45.33
Lochinvar,-74.66,45.45
Lochlin,-78.58,44.94
Lochside,-60.99,45.54
Lochview Road,-63.61,44.82
Lochwinnoch,-76.53,45.47
Lockerby,-81.12,45.385
Lockharts Mill,-67.55,46.48
Lockhartville,-64.22,45.08
Locks Cove,-56.5,47.64
Locks Harbour,-55.51,49.45
Locksley,-77.13,45.72
Lockstead,-65.86,46.77
Lockston,-53.37,48.39
Lockton,-79.86,43.91
Lockwood,-105.01,51.65
Lockwood Park,-81.3,42.86
Locust Hill,-79.19,43.88
Lodgeroom Corners,-77.37,44.47
Lodi,-75.0,45.22
Lo-Ellen,-80.98,46.45
Logan's 6,-120.56,49.99
Loganville,-63.02,45.61
Loggieville,-65.37,47.07
Logy Bay-Middle Cove-Outer Cove,-52.68,47.63
Lohbiee 3,-123.94,51.46
L'Oiseau-Bleu,-71.9,45.79
Lokla 4,-122.71,50.37
Lombardy,-76.09,44.82
Lombrette,-70.75,47.16
London Settlement,-66.02,45.65
Londonderry Station,-63.57,45.45
Lone Prairie,-121.38,55.56
Lone Rock,-109.87,53.04
Lonely Lake,-99.03,51.17
Lonesome Cove,-56.54,51.4
Long Bay,-82.4,45.8
Long Beach,-53.33,47.52333333
Long Body Creek,-96.64,51.76
Long Branch,-79.53,43.59
Long Cove,-55.17,47.05
Long Creek,-65.76,45.87
Long Grade,-59.2,47.61
Long Harbour-Mount Arlington Heights,-53.78,47.44
Long Hill,-60.68,46.11
Long Island,-60.38,46.19
Long Lake,-62.96,45.01
Long Lake 58,-86.56,49.79
Long Neck Island 9,-123.6,48.31
Long Plain 6,-98.47,49.82
Long Plain Madison 1,-97.2,49.88
Long Reach,-66.08,45.47
Long Sault 12,-94.06,48.64
Long Settlement,-67.74,46.4
Long Spruce Generating Station,-94.36,56.39
Long Tunnel 5,-121.43,49.73
Long Tunnel 5A,-121.44,49.73
Longbeach,-117.08,49.61
Longford,-79.34,44.67
Longmoor,-79.75,43.36
Longs Creek,-66.93,45.86
Longtinville,-75.16,45.25
Longue-Rive,-69.25,48.55
Longwood,-81.57,42.84
Loni Beach,-96.98,50.64
Lonsdale,-77.12,44.27
Looma,-113.25,53.35
Loomis,-108.73,49.21
Loon,-88.76,48.63
Loon Lake 10,-121.98,51.85
Loon Lake 235,-115.36,56.53
Loon Lake 4,-121.33,51.06
Loon Prairie 237,-115.39,56.82
Loon Straits,-96.58,51.52
Loran,-55.61,52.24
Loranger,-75.07,46.43
Lord Selkirk,-97.2,49.94
Lord Selkirk - West Kildonan,-97.15,49.94
Lords Mills,-75.62,44.71
Lordsvale,-75.9,45.73
Loree,-80.39,44.5
L'Orée-des-Bois,-71.28,48.42
Lorelei,-113.5,53.62
Lorette,-96.87,49.73
Loretteville,-71.36,46.84
Loretto,-79.89,44.04
Lories,-55.93,46.9
Lorimer Lake,-79.97,45.54
Lorin Meadow 9,-122.58,52.66
Lorlie,-103.28,50.83
Lorne Park,-79.61,43.53
Lorne Park Estates,-79.6,43.53
Lorne Valley,-62.69,46.26
Lornevale,-63.65,45.47
Lorneville,-66.15,45.18
Lorrain,-79.76,47.36
Lorrain Valley,-79.51,47.26
Lorraine,-79.2,42.87
Lorrainville,-79.35,47.35
Losier Settlement,-64.93,47.56
Lost Channel,-78.805,45.155
Lost Nation,-77.39,45.38
Lost River,-74.54,45.83
Lot 11 and Area,-63.96,46.66
Lothian,-81.63,43.98
Lots-Renversés,-68.66,47.66
Lotus,-78.69,44.12
Loughborough 3,-125.54,50.5
Loughbreeze,-77.86,43.98
Louis Bull 138B,-113.56,52.89
Louis Creek,-120.11,51.13
Louis Creek 4,-120.12,51.13
Louis Head,-65.01,43.74
Louis Squinas Ranch 14,-125.45,52.58
Louisa,-74.36,45.76
Louisbourg,-59.97,45.91
Louise,-80.98,44.27
Louisville,-63.12,45.73
Lourdes-de-Blanc-Sablon,-57.2,51.41
Lousana,-113.19,52.11
Lovat,-62.85,45.51
Lovering,-79.61,44.76
Loverna,-110.0,51.66
Lovett,-77.65,44.03
Low Bush River,-80.15,48.91
Low Point,-52.95,48.05
Lowbanks,-79.45,42.87
Lowe Farm,-97.58,49.35
Lower Anfield,-67.48,46.91
Lower Barnaby,-65.56,46.89
Lower Barneys River,-62.34,45.66
Lower Blomidon,-64.36,45.24
Lower Bloomfield,-67.72,46.27
Lower Branch,-64.57,44.41
Lower Burlington,-64.13,45.08
Lower Burton,-66.37,45.87
Lower Caledonia,-62.27,45.27
Lower California,-67.76,46.86
Lower Cambridge,-66.07,45.72
Lower Canard,-64.38,45.13
Lower Cape,-64.59,45.82
Lower Caverhill,-67.12,46.04
Lower Chatham Head,-65.53,47.0
Lower China Creek,-117.68,49.21
Lower Clarks Harbour,-65.61,43.43
Lower Clyde River,-65.52,43.72
Lower Concession,-66.08,44.25
Lower Cove,-65.55,45.7
Lower Coverdale,-64.71,46.03
Lower Dacre,-76.94,45.36
Lower Debert,-63.51,45.39
Lower Derby,-65.61,46.93
Lower Durham,-66.51,46.12
Lower East Chezzetcook,-63.21,44.69
Lower East Pubnico,-65.77,43.61
Lower Economy,-63.98,45.4
Lower Fishpot Lake 24A,-123.8,52.96
Lower Five Islands,-64.09,45.41
Lower Gagetown,-66.14,45.74
Lower Greenfield,-67.64,46.47
Lower Greenville,-63.61,45.63
Lower Hainesville,-67.04,46.09
Lower Hat Creek 2,-121.5,50.87
Lower Holleford,-76.62,44.46
Lower Island Cove,-52.98,48.0
Lower Jemseg,-66.09,45.78
Lower Jordan Bay,-65.24,43.68
Lower Kars,-65.96,45.58
Lower Kingston,-65.98,45.49
Lower Kintore,-67.64,46.67
Lower Kootenay 1A,-116.51,49.02
Lower Kootenay 1B,-116.54,49.07
Lower Kootenay 1C,-116.58,49.09
Lower Kootenay 2,-116.56,49.12
Lower Kootenay 3,-116.58,49.13
Lower Kootenay 4,-116.59,49.14
Lower Kootenay 5,-116.58,49.16
Lower LaHave,-64.33,44.28
Lower L'Ardoise,-60.74,45.6
Lower Lincoln,-66.51,45.86
Lower Line Queensbury,-66.9,45.92
Lower Little Ridge,-67.39,45.2
Lower Lonsdale,-123.06,49.31
Lower Maccan,-64.3,45.75
Lower Main River,-64.98,46.56
Lower Midland,-65.81,45.63
Lower Millstream,-65.61,45.73
Lower Montague,-62.59,46.15
Lower Mount Royal,-114.08,51.03
Lower Napan,-65.34,47.05
Lower Neguac,-65.05,47.26
Lower New Cornwall,-64.46,44.48
Lower Newcastle,-65.39,47.08
Lower Nicola,-120.88,50.15
Lower Northampton,-67.54,46.04
Lower Northfield,-64.55,44.47
Lower Norton,-65.86,45.53
Lower Ohio,-65.36,43.84
Lower Onslow,-63.39,45.37
Lower Perth,-67.71,46.7
Lower Portage,-67.72,46.92
Lower Prince William,-66.99,45.88
Lower Prospect,-63.72,44.45
Lower Queensbury,-66.96,45.88
Lower Ridge,-65.36,45.96
Lower River Hebert,-64.34,45.72
Lower River Inhabitants,-61.23,45.6
Lower Rockport,-64.52,45.72
Lower Rose Bay,-64.29,44.28
Lower Royalton,-67.76,46.46
Lower Saint-Charles,-64.96,46.69
Lower Sandy Point,-65.28,43.67
Lower Saulnierville,-66.13,44.24
Lower Selma,-63.6,45.31
Lower Shag Harbour,-65.68,43.5
Lower Shawniken 4A,-121.36,50.41
Lower Shinimicas,-63.89,45.9
Lower Ship Harbour,-62.83,44.78
Lower Similkameen 2,-119.75,49.11
Lower South River,-61.91,45.59
Lower Springfield,-61.87,45.5
Lower St. Marys,-66.6,45.93
Lower Stafford,-77.0,45.68
Lower Stoneridge,-66.91,46.06
Lower Three Fathom Harbour,-63.29,44.63
Lower Tower Hill,-67.18,45.3
Lower Truro,-63.33,45.36
Lower Turtle Creek,-64.89,46.0
Lower Wakefield,-67.52,46.2
Lower Washabuck,-60.77,46.06
Lower Waterville,-67.58,46.24
Lower Wedgeport,-65.97,43.71
Lower Wentworth,-63.55,45.7
Lower Wingham,-81.31,43.89
Lower Wolfville,-64.32,45.09
Lower Woods Harbour,-65.73,43.52
Lower Woodstock,-67.57,46.11
Lowertown,-75.69,45.43
Lowther,-88.95,49.655
Lowville,-79.9,43.43
Loyal,-81.67,43.77
Loyalist,-76.76,44.24
Loyalist Park,-75.71,44.61
Lucan Biddulph,-81.38,43.22
Lucasville,-63.72,44.76
Lucerne,-75.81,45.39
Lucille,-79.97,43.98
Lucky Man,-107.23,53.0
Ludgate,-80.53,45.89
Ludlow,-66.34,46.49
Lueck Mill,-80.89,44.37
Lugar,-65.81,47.67
Lukseetsissum 9,-121.61,49.35
Lulu 5,-120.22,49.4
Lumina,-79.01,45.28
Lumley,-81.41,43.39
Lumsden Beach,-104.89,50.76
Lumsden Dam,-64.38,45.01
Lumsden Road,-65.78,47.08
Lundy,-61.5,45.28
Lundys Corners,-76.52,45.43
Lundy's Lane,-79.1,43.08
Lurgan Beach,-81.73,44.08
Lushes Bight - Beaumont - Beaumont North,-55.69,49.61
Lussier,-74.16,46.28
Lust Subdivision,-122.43,52.95
Lutes Mountain,-64.9,46.13
Luton,-80.95,42.73
Lutterworth,-78.75,44.88
Luxton,-123.53,48.42
Lyacksun 3,-123.67,49.09
Lyalta,-113.6,51.11
Lydgate,-65.11,43.71
Lyleton,-101.17,49.05
Lynbrook Heights,-105.55,50.4
Lynch Corner,-66.16,45.5
Lynche River,-60.82,45.65
Lynden,-80.14,43.23
Lynedoch,-80.5,42.8
Lynn,-64.1,45.51
Lynn Valley,-123.03,49.33
Lynnfield,-67.29,45.39
Lynnmour,-123.03,49.31
Lynnville,-80.36,42.88
Lynnwood,-113.58,53.51
Lynwood Village,-75.81,45.32
Lynx Creek,-121.83,56.06
Lyons,-80.98,42.84
Lyons Brook,-62.78,45.66
Lyonshall,-99.82,49.16
Lyttleton,-65.91,46.93
Lytton 13A,-121.68,50.4
Lytton 21A,-121.58,50.27
Lytton 26A,-121.58,50.18
Lytton 27B,-121.6,50.24
Lytton 31,-121.59,50.2
Lytton 32,-121.67,50.41
Lytton 33,-121.71,50.41
Lytton 3A,-121.66,50.35
Lytton 4A,-121.71,50.44
Lytton 4B,-121.72,50.44
Lytton 4C,-121.71,50.44
Lytton 4D,-121.71,50.46
Lytton 4E,-121.7,50.42
Lytton 4F,-121.69,50.41
Lytton 5A,-121.74,50.5
Lytton 9A,-121.65,50.3
Lytton 9B,-121.62,50.27
Maahpe 4,-126.44,49.47
Mabee's Corners,-80.68,42.77
Mabel,-74.46,45.65
Mabou Harbour,-61.41,46.08
Mabou Mines,-61.46,46.11
Macabee,-66.63,47.91
Maccan Woods,-64.31,45.71
MacCormicks Corner,-61.27,46.15
Macdonald,-98.46,50.05
MacDonald Beach,-79.31,44.58
"Macdonald, Meredith and Aberdeen Additional",-83.96,46.47
MacDonalds Grove,-74.89,45.29
MacDonalds Point,-66.04,45.71
MacDougall,-64.7,46.26
MacDowell,-92.72,52.2
MacEwan,-114.13,51.15
Maceys Bay,-79.76,44.83
MacGillivrays Bridge,-74.64,45.15
Machar,-79.47,45.87
Machin,-93.15,49.77
Machta 16,-127.15,50.0
MacIntosh Mill,-67.45,46.52
MacIntyre Lake,-61.27,45.64
MacKay,-115.58,53.64
MacKay Siding,-63.29,45.15
Mackdale,-61.35,45.67
Mackenzie 19,-123.09,55.32
MacKenzie Lake,-113.98,50.9
Mackey,-77.79,46.17
Macksville,-81.68,42.82
MacLarens Landing,-76.16,45.51
MacLean Settlement,-66.84,46.07
MacLennan,-84.02,46.35
MacLeod Settlement,-61.35,45.94
MacNabs Cove,-60.72,45.73
MacNider,-67.99,48.67
MacNutt,-101.6,51.08
MacPhees Corner,-63.53,45.11
Mactaquac,-66.88,45.94
Macton,-80.69,43.62
Macville,-79.78,43.85
Madawaska Valley,-77.68,45.52
Maddington Falls,-72.135,46.21
Madeira Park,-124.01,49.61
Maders Cove,-64.35,44.43
Madison,-109.01,51.21
Madsen,-93.92,50.96
Maecks Subdivision,-79.38,45.83
Mafeking,-101.11,52.68
Magaguadavic,-67.16,45.76
Maganktoon 56,-129.98,54.32
Magna Bay,-119.28,50.96
Magnetawan 1,-80.46,45.74
Magnetic Hill,-64.88,46.13
Magnolia Bridge,-114.85,53.59
Magpie,-84.69,48.1
Magpie Mine,-84.71,48.21
Ma-Guala 6,-123.71,49.13
Magundy,-67.1,45.82
Magwekstala 10,-126.78,50.91
Mahatta River,-127.8,50.46
Mahmalillikullah 1,-126.56,50.61
Mahoneys Beach,-61.9,45.7
Mahpahkum 4,-127.48,50.88
Mah-te-nicht 8,-127.86,50.45
Maidens,-79.45,47.21
Maillard,-70.54,47.33
Maillardville,-122.88,49.23
Main-à-Dieu,-59.84,46.0
Mainstream,-67.39,46.33
Mainsville,-75.43,44.81
Mair,-101.8,49.73
Mair Mills,-80.27,44.49
Maison-Saint-Bernard,-70.64,46.64
Maitland Bridge,-65.2,44.44
Maka 8,-121.54,50.26
Makaoo 120,-110.03,53.67
Makaroff,-101.5,51.35
Makinak,-99.66,50.98
Makkovik,-59.2,55.04
Maklaksadagmaks 41,-130.43,54.78
Maklaksadagmaks 42,-130.49,54.82
Makwa Lake 129,-109.31,54.01
Makwa Lake 129A,-109.09,54.03
Makwa Lake 129B,-109.2,54.04
Makwa Lake 129C,-109.09,54.04
Malachan 11,-124.66,48.8
Malachi,-94.98,49.92
Malagash,-63.37,45.77
Malagash Centre,-63.3,45.77
Malagash Mine,-63.32,45.79
Malagash Point,-63.26,45.79
Malagash Station,-63.41,45.76
Malagawatch,-60.98,45.83
Malagawatch 4,-60.96,45.88
Malahat,-123.56,48.54
Malahat 11,-123.52,48.61
Malahide,-80.915,42.755
Malakoff,-64.53,46.12
Malauze,-66.75,47.94
Malay Falls,-62.48,44.98
Mal-Bay,-64.2,48.62
Malcolm,-81.1,44.23
Malcolm Island 8,-127.13,50.63
Malden,-63.87,46.1
Malden Centre,-83.03,42.05
Malignant Cove,-62.08,45.78
Malioténam 27A,-66.18,50.21
Mall Bay,-53.58,46.97
Malmo Plains,-113.53,53.48
Malone,-77.6,44.56
Malonton,-97.21,50.57
Malpeque Bay,-63.65,46.51
Maltais,-66.61,47.93
Maltampec,-65.0,47.66
Malton,-79.64,43.7
Malvern,-79.23,43.81
Malvern West,-79.24,43.78
Malvina,-71.44,45.18
Mammamattawa,-84.36,50.41
Mammin River 25,-132.31,53.62
Man of War Cove,-58.81,48.52
Manassette Lake,-61.35,45.43
Manawanstawayak 230,-103.37,55.35
Manche-d'Épée,-65.43,49.25
Manchester,-114.06,51.0
Mandaumin,-82.23,42.95
Mandeville,-73.35,46.36
Manganese Mines,-63.14,45.4
Manic-Cinq,-68.73,50.63
Manigotagan Settlement,-96.3,51.11
Manion Corners,-76.06,45.25
Manitoba House Settlement,-98.85,50.86
Manitou Beach,-105.43,51.71
Manitou Dock,-80.11,45.11
Manitou Falls,-93.46,50.58
Manitou Park,-84.27,46.52
Manitou Rapids 11,-93.91,48.65
Manley,-81.24,43.59
Mann,-66.71,48.07
Mann Mountain Settlement,-66.95,47.94
Mann Settlement,-67.01,48.01
Manneville,-78.43,48.54
Mannheim,-80.54,43.39
Mannhurst,-65.27,45.94
Manning Park,-120.78,49.06
Manola,-114.23,54.09
Manomin,-93.76,48.89
Manor Park,-78.455,44.205
Manordale,-75.75,45.32
Manotick Station,-75.62,45.25
Mansewood,-79.9,43.55
Mansfield,-63.93,45.8
Mansfield-et-Pontefract,-76.73,46.03
Manson,-101.36,50.13
Mansville,-72.61,45.16
Mantario,-109.69,51.26
Mantua,-64.04,45.0
Manuels,-64.98,47.03
Manuels Cove,-54.73,49.61
Manvers,-78.56,44.12
Maple,-79.66,43.585
Maple Bay,-123.61,48.81
Maple Beach,-79.18,44.37
Maple Glen,-65.72,47.02
Maple Green,-66.52,48.03
Maple Grove,-66.71,46.36
Maple Hill,-78.94333333,44.23666667
Maple Hills,-80.54,43.45
Maple Island,-79.87,45.69
Maple Lake,-78.66,45.08
Maple Lane,-80.305,43.63
Maple Lane Annex,-79.98,43.2
Maple Lawn,-76.46,44.3
Maple Leaf,-77.83,45.26
Maple Park,-79.27,42.99
Maple Point 11,-129.21,53.1
Maple Valley,-79.845,44.5
Maple View,-77.67,44.24
Mapledale,-67.65,46.08
Maplehurst,-67.69,46.59
Mapleton,-64.935,45.975
Mapleton Place,-64.76,46.11
Mapleview,-67.39,46.96
Maplewood,-123.0,49.3
Maquapit Lake,-66.18,45.93
Maquazneecht Island 17,-127.55,50.55
Mar,-81.2,44.82
Mara Beach,-79.19,44.51
Marathon Village,-76.12,45.36
Marble Canyon 3,-121.66,50.81
Marble Mountain,-61.04,45.81
Marble Rock,-76.14,44.39
Marburg,-80.17,42.83
Marcelville,-65.53,46.66
Marchand,-96.38,49.44
Marchhurst,-75.99,45.36
Marchmont,-79.51,44.63
Marchwell,-101.58,50.79
Marcil,-65.04,48.12
Marcotte,-79.35,49.0
Marden,-80.29,43.58
Marelan,-74.56,45.63
Marengo,-109.78,51.47
Marentette Beach,-82.49,41.99
Margaree,-61.07,46.39
Margaree 25,-61.09,46.33
Margaree Centre,-60.99,46.34
Margaree Harbour,-61.1,46.43
Margaree Valley,-60.97,46.35
Margaret,-99.85,49.4
Margo Lake,-86.34,49.81
Marguerite,-122.43,52.5
Maria-de-Kent,-64.77,46.44
Maria-Ouest,-66.05,48.15
Mariatown,-75.2,44.88
Maricourt,-72.26,45.56
Marie Joseph,-62.08,44.97
Marie-Reine,-117.28,56.07
Marigold,-123.4,48.46
Marina Estates,-79.21,44.33
Marinette,-62.65,44.97
Marion's Corner,-77.06,45.89
Mariposa,-78.87,44.31
Mariposa Beach,-79.35,44.66
Mark Crossing,-76.09,46.02
Mark Hill,-66.8,44.67
Markerville,-114.17,52.12
Markhamville,-65.45,45.61
Markinch,-104.36,50.93
Markland Woods,-79.57,43.61
Marktosis 15,-126.05,49.27
Marlborough,-112.315,50.535
Marlborough Park,-113.94,51.05
Marlington,-72.19,45.04
Marmion,-81.05,44.39
Marmora and Lake,-77.73,44.64
Marne,-67.48,45.9
Marnoch,-81.42,43.84
Marpole,-123.13,49.2
Marquette,-97.73,50.06
Marquis,-105.71,50.61
Marriott,-108.01,51.8
Marriotts Cove,-64.27,44.55
Marrtown,-65.67,45.84
Marsboro,-70.94,45.55
Marsdale,-79.24,43.13
Marsh,-62.25,45.5
Marsh Brook,-61.0,46.37
Marsh Hill,-79.06,44.15
Marshall Bay,-76.29,45.43
Marshall Park,-79.44,46.27
Marshall Point,-61.47,45.39
Marshalltown,-65.8,44.57
Marshdale,-62.71,45.47
Marshes (West Bay),-61.15,45.74
Marshfield,-82.92,42.07
Marshville,-63.12,45.75
Marshy Hope,-62.19,45.58
Marshy Lake 1,-120.81,51.09
Marston,-80.6,42.7
Marsville,-80.22,43.82
Martels Corners,-75.1,45.36
Marten Falls 65,-85.91,51.66
Marten River,-79.81,46.73
Marter,-79.8,47.88
Marthaville,-82.16,42.9
Martin,-65.1,48.12
Martin Farm,-79.59,44.54
Martin Grove Gardens,-79.56,43.68
Martin Prairie,-119.81,50.66
Martin Siding,-67.84,47.09
Martindale,-113.95,51.11
Martindale Heights,-79.26,43.16
Martinique,-61.05,45.58
Martins,-79.3,45.28
Martins Brook,-64.34,44.4
Martins Corner,-76.89,45.47
Martins Corners,-75.45,45.5
Martins Landing,-77.65,44.87
Martins Point,-64.31,44.49
Martinson's Beach,-108.43,53.09
Martinville,-71.71,45.26
Martock,-64.16,44.95
Martyrs Shrine,-79.84,44.73
Marvelville,-75.37,45.21
Marvin Heights,-79.65,43.71
Mary Cove 12,-128.43,52.61
Mary Hill,-122.78,49.23
Mary Hill Training Area,-123.54,48.34
Marydale,-61.86,45.53
Marygrove,-79.9,44.83
Maryhill,-80.38,43.53
Maryland,-76.37,45.56
Marysburg,-105.08,52.31
Maryvale,-62.04,45.73
Marywood Meadows,-79.93,43.64
Mascarene,-66.9,45.1
Mascouche,-73.6,45.75
Masefield,-107.8,49.15
Mashteuiatsh,-72.23,48.56
Maskikopawiscikosik 229,-103.04,55.21
Maskinonge Park,-79.46,44.23
Mason Creek,-122.78,57.33
Masons Beach,-64.32,44.36
Masons Point,-63.91,44.66
Masonville,-81.28,43.02
Massanoga,-77.28,44.97
Massawippi,-71.99,45.18
Masset 1,-132.16,54.03
Massey Drive,-57.89,48.93
Massey Place,-106.71,52.14
Massie,-80.8,44.46
Masstown,-63.48,45.38
Matachewan 72,-80.64,48.06
Matador,-107.95,50.8
Matamec,-65.97,50.28
Matane-Est,-67.48,48.85
Matane-sur-Mer,-67.58,48.82
Matapédia-Ouest,-66.96,47.93
Matawatchan,-77.11,45.14
Matchlee 13,-126.04,49.61
Mates Corner,-64.13,46.13
Mather,-99.19,49.09
Mathers Corners,-78.21,44.22
Matlaten 4,-125.52,50.45
Matsayno 5,-125.36,50.55
Matsqui,-122.29,49.1
Matsqui 4,-122.47,49.0
Matsqui Main 2,-122.34,49.1
Mattagami 71,-81.52,47.85
Mattatall Lake,-63.47,45.68
Mattawan,-78.84,46.36
Matthews,-65.91,46.93
Matthiasville,-79.2,44.99
Mattice-Val Côté,-83.28,49.64
Mattie Settlement,-61.55,45.59
Mauriceville,-71.03,47.27
Mauvais Rocher 5,-121.08,50.78
Maxan Creek 5,-126.14,54.33
Maxan Lake 3,-126.16,54.34
Maxan Lake 4,-126.11,54.31
Maxim,-103.96,49.31
Maxwellton,-66.05,44.16
Mayerville,-75.06,45.27
Mayfair,-114.08,51.0
Mayfeld,-98.99,50.11
Mayfield,-113.6,53.55
Mayflower,-66.09,44.08
Mayhews Landing,-77.58,45.32
Mayland Heights,-114.0,51.05
Maymont Beach,-108.33,53.06
Mayne Corners,-81.01,43.81
Mayne Island,-123.29,48.85
Mayne Island 6,-123.32,48.85
Maynooth Station,-77.91,45.23
Mayook,-115.56,49.48
Maywood,-79.97,43.22
Mazerolle Settlement,-66.84,45.87
McAdams Lake,-60.45,46.04
McAlpine,-74.69,45.53
McAlpine Corners,-77.86,45.23
McAlpines,-66.1,45.71
McArras Brook,-62.2,45.73
McArthur Generating Station,-95.99,50.4
McArthurs Mills,-77.57,45.12
McBean,-75.98,46.06
McBean Harbour,-82.19,46.13
McCain Settlement,-65.53,45.66
McCallum Settlement,-63.25,45.49
McCarleys Corners,-75.53,44.91
McCarthy Park,-104.66,50.49
McCartney's Flat 4,-121.89,50.65
McCauley,-113.48,53.55
McCluskey,-67.77,46.97
McCluskeys Corners,-89.47,48.3
McConnell,-100.52,50.26
McCool,-79.88,47.64
McCord,-106.83,49.42
McCormick,-74.59,45.34
McCourts Corner,-72.01,45.6
McCracken Landing,-78.07,44.24
McCrackens Landing,-78.14,44.53
McCrackins Beach,-79.1,44.68
McCrae,-77.44,44.97
McCrea Heights,-80.99,46.57
McCrearys,-76.21,45.11
McCreary's Shore,-76.21,45.02
McCrimmon,-74.73,45.42
McCulloughs Landing,-76.21,45.01
McDames Creek 2,-129.22,59.18
McDonald Corner,-66.0,45.78
McDonald Court,-79.9,43.32
McDonald Lake 1,-133.55,59.72
McDonald's Corners,-76.52,44.95
McDougall,-78.42,45.45
McDougall Mills,-91.54,50.16
McFarlane Lake,-80.94,46.43
McGarry,-79.57,48.14
McGary Flats,-77.96,45.16
McGaw,-81.62,43.74
McGee,-108.25,51.5
McGee Lake,-64.59,45.0
McGinleys Corner,-64.57,45.99
McGinnis Creek,-94.65,48.85
McGivney,-66.56,46.36
McGrath,-77.08,45.48
McGrath Corner,-67.73,46.48
McGraths Cove,-63.85,44.5
McGraw Brook,-66.1,46.82
McGregor Bay,-81.64,46.08
McGregor Brook,-65.53,45.77
McGuire,-77.19,45.85
McGuire Settlement,-77.07,44.53
M'Chigeeng 22,-82.17,45.81
McIntosh,-87.36,46.965
McIntosh Mills,-75.9,44.55
McIntosh Springs,-80.87,48.64
McIntyre,-78.54,44.26
McIntyre Industrial,-113.45,53.48
McIntyre Lake 23,-123.08,55.04
McIver,-81.09,44.86
McIver's,-58.1,49.06
McKague,-103.93,52.61
Mckay 209,-105.62,54.74
McKay Meadow 4,-122.61,52.5
McKay Section,-63.95,45.0
McKays Corner,-59.98,46.18
McKay's Corners,-81.99,42.45
McKay's Waterfront,-76.19,45.51
McKeaghan,-67.66,46.38
McKee,-76.42,45.57
McKees Mills,-64.72,46.41
McKellar,-79.88,45.495
McKellar Heights,-75.75,45.37
McKellar Park,-75.76,45.38
McKenzie Corner,-67.72,46.1
McKenzie Island,-93.82,51.07
McKenzie Lake,-78.02,45.38
McKenzie Towne,-113.92,50.89
McKernan,-113.51,53.5
McKerrow,-81.75,46.28
McKinley Landing,-119.45,49.96
McKinleyville,-65.66,46.86
McKinnons Harbour,-60.89,45.95
McLaren's Bay,-79.24,46.85
McLaren's Beach,-78.85,44.15
McLarens Settlement,-76.7,45.61
McLaughlin,-110.16,52.98
McLean Settlement,-64.93,46.37
McLean's Lake 3,-121.4,50.78
McLeese Lake,-122.29,52.42
McLellans Brook,-62.6,45.54
McLellans Mountain,-62.53,45.5
McLeod,-113.43,53.6
McLeod Hill,-66.68,46.02
McLeod Lake 1,-123.05,54.98
McLeod Lake 5,-122.94,54.98
McLeods Crossing,-59.99,46.18
McLeodville,-80.03,43.88
McMahon,-107.55,50.08
McManus Siding,-67.72,47.06
McMasterville,-73.23,45.55
McMillan Island 6,-122.56,49.17
McMillans Corners,-74.85,45.16
McMinn,-67.06,45.28
McMonagle Corner,-67.65,46.49
McMunn,-95.7,49.63
McMurrich,-79.43,45.43
McMurrich/Monteith,-79.51,45.45
McNab,-79.17,43.22
McNab/Braeside,-76.5,45.42
McNabs Island,-63.53,44.61
McNairn,-64.83,46.45
McNallys,-66.92,45.89
McNamara Industrial,-113.62,53.55
McNamee,-66.29,46.5
McNaughton Shore,-76.18,45.02
McNeil's Crossing,-72.37,45.1
McNeish,-66.42,48.06
McNutts Island,-65.3,43.64
McPhersons Mills,-62.51,45.54
McQuade,-64.82,46.22
McQueen,-113.57,53.55
McRae Beach,-79.26,44.34
McReynolds,-75.63,44.88
McRoberts Corner,-75.65,44.84
McTaggart,-104.01,49.73
McTavish,-97.36,49.45
McVicar,-81.46,45.15
McWatters,-78.91,48.21
Meacham,-105.75,52.1
Mead,-83.86,49.46
Meadow,-65.0,45.79
Meadow Bank,-63.22,46.2
Meadow Brook,-64.59,46.09
Meadow Creek 3,-119.54,50.81
Meadow Green,-61.83,45.54
Meadow Lake 105A,-108.52,54.04
Meadow Lake 105C,-108.43,54.12
Meadow Park,-84.28,46.51
Meadow Portage,-99.6,51.66
Meadow Wood,-79.61,43.51
Meadowbank,-63.23,46.2
Meadowbrook,-122.78,49.26
Meadowland Park,-114.06,51.0
Meadowlands,-110.65,50.0
Meadowlark Park,-113.58,53.53
Meadowvale,-63.995,45.06
Meadowvale South,-79.72,43.6
Meadowvale Village,-79.72,43.62
Meadowvale West,-79.76,43.59
Meadowville,-62.91,45.68
Meaford Range and Training Area,-80.68,44.68
Meaghers Grant,-63.23,44.93
Meaghers Hill,-61.54,45.49
Meagwan 8,-132.31,54.1
Meander River,-117.7,59.03
Meanlaw 24,-130.03,54.16
Meanook,-113.32,54.57
Meat Cove,-60.56,47.02
Mechanic Settlement,-65.2,45.72
Mechanicsville,-75.73,45.4
Medicine Creek 12,-119.32,49.84
Medicine Hill 11,-119.25,49.82
Medina,-81.05,43.19
Medonte,-79.61,44.71
