Municipality,Latitude,Longitude
Maymont Beach,53.06,-108.33
Mayne Corners,43.81,-81.01
Mayne Island,48.85,-123.29
Mayne Island 6,48.85,-123.32
Maynooth Station,45.23,-77.91
Mayook,49.48,-115.56
Maywood,43.22,-79.97
Mazerolle Settlement,45.87,-66.84
McAdams Lake,46.04,-60.45
McAlpine,45.53,-74.69
McAlpine Corners,45.23,-77.86
McAlpines,45.71,-66.1
McArras Brook,45.73,-62.2
McArthur Generating Station,50.4,-95.99
McArthurs Mills,45.12,-77.57
McBean,46.06,-75.98
McBean Harbour,46.13,-82.19
McCain Settlement,45.66,-65.53
McCallum Settlement,45.49,-63.25
McCarleys Corners,44.91,-75.53
McCarthy Park,50.49,-104.66
McCartney's Flat 4,50.65,-121.89
McCauley,53.55,-113.48
McCluskey,46.97,-67.77
McCluskeys Corners,48.3,-89.47
McConnell,50.26,-100.52
McCool,47.64,-79.88
McCord,49.42,-106.83
McCormick,45.34,-74.59
McCourts Corner,45.6,-72.01
McCracken Landing,44.24,-78.07
McCrackens Landing,44.53,-78.14
McCrackins Beach,44.68,-79.1
McCrae,44.97,-77.44
McCrea Heights,46.57,-80.99
McCrearys,45.11,-76.21
McCreary's Shore,45.02,-76.21
McCrimmon,45.42,-74.73
McCulloughs Landing,45.01,-76.21
McDames Creek 2,59.18,-129.22
McDonald Corner,45.78,-66
McDonald Court,43.32,-79.9
McDonald Lake 1,59.72,-133.55
McDonald's Corners,44.95,-76.52
McDougall,45.45,-78.42
McDougall Mills,50.16,-91.54
McFarlane Lake,46.43,-80.94
McGarry,48.14,-79.57
McGary Flats,45.16,-77.96
McGaw,43.74,-81.62
McGee,51.5,-108.25
McGee Lake,45,-64.59
McGinleys Corner,45.99,-64.57
McGinnis Creek,48.85,-94.65
McGivney,46.36,-66.56
McGrath,45.48,-77.08
McGrath Corner,46.48,-67.73
McGraths Cove,44.5,-63.85
McGraw Brook,46.82,-66.1
McGregor Bay,46.08,-81.64
McGregor Brook,45.77,-65.53
McGuire,45.85,-77.19
McGuire Settlement,44.53,-77.07
M'Chigeeng 22,45.81,-82.17
McIntosh,46.965,-87.36
McIntosh Mills,44.55,-75.9
McIntosh Springs,48.64,-80.87
McIntyre,44.26,-78.54
McIntyre Industrial,53.48,-113.45
McIntyre Lake 23,55.04,-123.08
McIver,44.86,-81.09
McIver's,49.06,-58.1
McKague,52.61,-103.93
Mckay 209,54.74,-105.62
McKay Meadow 4,52.5,-122.61
McKay Section,45,-63.95
McKays Corner,46.18,-59.98
McKay's Corners,42.45,-81.99
McKay's Waterfront,45.51,-76.19
McKeaghan,46.38,-67.66
McKee,45.57,-76.42
McKees Mills,46.41,-64.72
McKellar,45.495,-79.88
McKellar Heights,45.37,-75.75
McKellar Park,45.38,-75.76
McKenzie Corner,46.1,-67.72
McKenzie Island,51.07,-93.82
McKenzie Lake,45.38,-78.02
McKenzie Towne,50.89,-113.92
McKernan,53.5,-113.51
McKerrow,46.28,-81.75
McKinley Landing,49.96,-119.45
McKinleyville,46.86,-65.66
McKinnons Harbour,45.95,-60.89
McLaren's Bay,46.85,-79.24
McLaren's Beach,44.15,-78.85
McLarens Settlement,45.61,-76.7
McLaughlin,52.98,-110.16
McLean Settlement,46.37,-64.93
McLean's Lake 3,50.78,-121.4
McLeese Lake,52.42,-122.29
McLellans Brook,45.54,-62.6
McLellans Mountain,45.5,-62.53
McLeod,53.6,-113.43
McLeod Hill,46.02,-66.68
McLeod Lake 1,54.98,-123.05
McLeod Lake 5,54.98,-122.94
McLeods Crossing,46.18,-59.99
McLeodville,43.88,-80.03
McMahon,50.08,-107.55
McManus Siding,47.06,-67.72
McMasterville,45.55,-73.23
McMillan Island 6,49.17,-122.56
McMillans Corners,45.16,-74.85
McMinn,45.28,-67.06
McMonagle Corner,46.49,-67.65
McMunn,49.63,-95.7
McMurrich,45.43,-79.43
McMurrich/Monteith,45.45,-79.51
McNab,43.22,-79.17
McNab/Braeside,45.42,-76.5
McNabs Island,44.61,-63.53
McNairn,46.45,-64.83
McNallys,45.89,-66.92
McNamara Industrial,53.55,-113.62
McNamee,46.5,-66.29
McNaughton Shore,45.02,-76.18
McNeil's Crossing,45.1,-72.37
McNeish,48.06,-66.42
McNutts Island,43.64,-65.3
McPhersons Mills,45.54,-62.51
McQuade,46.22,-64.82
McQueen,53.55,-113.57
McQueen,46.56,-84.38
McRae Beach,44.34,-79.26
McReynolds,44.88,-75.63
McRoberts Corner,44.84,-75.65
McTaggart,49.73,-104.01
McTavish,49.45,-97.36
McVicar,45.15,-81.46
McWatters,48.21,-78.91
Meacham,52.1,-105.75
Mead,49.46,-83.86
Meadow,45.79,-65
Meadow,46.31,-60.65
Meadow Bank,46.2,-63.22
Meadow Brook,46.09,-64.59
Meadow Creek 3,50.81,-119.54
Meadow Green,45.54,-61.83
Meadow Green,52.11,-106.71
Meadow Lake 105A,54.04,-108.52
Meadow Lake 105C,54.12,-108.43
Meadow Park,46.51,-84.28
Meadow Portage,51.66,-99.6
Meadow Wood,43.51,-79.61
Meadowbank,46.2,-63.23
Meadowbrook,49.26,-122.78
Meadowland Park,51,-114.06
Meadowlands,50,-110.65
Meadowlands,45.34,-75.74
Meadowlark Park,53.53,-113.58
Meadowvale,45.06,-63.995
Meadowvale South,43.6,-79.72
Meadowvale Village,43.62,-79.72
Meadowvale West,43.59,-79.76
Meadowville,45.68,-62.91
Meaford Range and Training Area,44.68,-80.68
Meaghers Grant,44.93,-63.23
Meaghers Hill,45.49,-61.54
Meagwan 8,54.1,-132.31
Meander River,59.03,-117.7
Meanlaw 24,54.16,-130.03
Meanook,54.57,-113.32
Meat Cove,47.02,-60.56
Mechanic Settlement,45.72,-65.2
Mechanicsville,45.4,-75.73
Medicine Creek 12,49.84,-119.32
Medicine Hill 11,49.82,-119.25
Medina,43.19,-81.05
Medonte,44.71,-79.61
Medora,49.25,-100.69
Medway Heights,43.01,-81.29
Medway River 11,44.26,-64.84
Meeting Creek,52.68,-112.73
Meetup 2,50.78,-126.35
Meigs Corners,45.1,-72.85
Meiklefield,45.53,-62.46
Meilleurs Bay,46.17,-77.62
Meisners Section,44.59,-64.77
Melançon,49.07,-72.35
Melancthon,44.12,-80.27
Melanson,45.07,-64.31
Melanson Settlement,46.08,-64.64
Melaval,49.68,-106.45
Melboro,45.58,-72.18
Melbourne Ridge,45.55,-72.21
Meldrum Bay,45.92,-83.11
Meleb,50.72,-97.21
Melford,45.87,-61.26
Melissa,45.41,-79.24
Mellon,45.9,-76.84
Melmerby Beach,45.66,-62.51
Melocheville,45.31,-73.93
Melrose,46.09,-63.94
Melrose,45.26,-62.04
Melrose,43.62,-79.295
Melrose Gardens,48.49,-81.34
Melvern Square,44.99,-64.98
Melville Beach,50.61,-102.72
Melville Cove,44.63,-63.61
Melvin Settlement,45.13,-75.32
Membertou,46.11,-60.19
Membertou 28B,46.11,-60.18
Memel Settlement,45.81,-64.68
Memramcook East,45.99,-64.5
Memramcook West,46.02,-64.57
Ménard,45.925,-71.785
Ménardville,45.28,-73.06
Mendham,50.77,-109.66
Menie,44.31,-77.69
Menisa,53.44,-113.45
Menneval,47.8,-67.17
Mennon,52.43,-106.76
Mennonite Corner,43.42,-80.81
Menoke Beach,44.67,-79.39
Menzie,50.53,-100.49
Mercer Settlement,45.68,-65.69
Mercier,45.31,-73.75
Mercier–Hochelaga-Maisonneuve,45.56,-73.53
Meredith Settlement,45.44,-67.26
Merid,51.43,-109.9
Merigomish Harbour 31,45.62,-62.48
Merivale,45.32,-75.72
Merivale Gardens,45.32,-75.73
Merland,45.57,-61.67
Merrill Hills,52.04,-106.76
Merritton,43.13,-79.21
Mersey Point,44.02,-64.68
Mesachie Lake,48.81,-124.11
Meskanaw,52.78,-105.07
Messines,46.23,-76.01
Métabetchouan,48.42,-71.87
Métabetchouan–Lac-à-la-Croix,48.43,-71.86
Metagama,47.09,-81.94
Metchosin,48.37,-123.53
Meteghan Centre,44.2,-66.14
Meteghan River,44.21,-66.14
Meteghan Station,44.2,-66.08
Metinota,53.03,-108.41
Metiskow,52.4,-110.63
Metlakatla,54.33,-130.43
Metropolitan,43.27,-81.29
Metrotown,49.22,-123
Metso A Choot 23,55.17,-125.41
Metz,43.8,-80.44
Mewatha Beach,54.6,-112.73
Me-yan-law 47,54.71,-130.29
Meyanlow 58,54.51,-129.98
Meyersburg,44.24,-77.81
Meyokumin,53.45,-113.42
Meyonhk,53.45,-113.44
Meyronne,49.65,-106.83
Miami Beach,44.2,-79.47
Mica Creek,52,-118.56
Michael Park,53.47,-113.44
Michael's Harbour,49.29,-54.98
Michel Gardens 36,52.14,-123.91
Michel Village,56,-109.11
Michell Pierre 12,55.03,-126.36
Michelle Creek 22,52.9,-123.66
Michelle Creek 23,52.9,-123.65
Michichi,51.58,-112.53
Michipicoten,47.96,-84.9
Micksburg,45.66,-77.03
Micoua,49.7,-68.76
Middle Amherst Cove,48.56,-53.22
Middle Bay,51.46,-57.49
Middle Cape,45.86,-60.61
Middle Clyde River,43.84,-65.51
Middle Country Harbour,45.23,-61.76
Middle Coverdale,46.04,-64.84
Middle East Pubnico,43.64,-65.76
Middle Hainesville,46.07,-67.07
Middle LaHave,44.32,-64.4
Middle Melford,45.52,-61.29
Middle New Cornwall,44.5,-64.52
Middle Ohio,43.92,-65.4
Middle Pereau,45.18,-64.38
Middle Porters Lake,44.7,-63.29
Middle River,54.86,-125.11
Middle River,46.15,-60.92
Middle Sackville,44.77,-63.69
Middle Southampton,45.96,-67.4
Middle Stewiacke,45.22,-63.13
Middle West Pubnico,43.65,-65.8
Middleboro,45.75,-63.57
Middlebro,49.01,-95.44
Middlechurch,49.97,-97.06
Middlefield,44.2,-64.86
Middlegate,49.21,-122.95
Middlemarch,42.75,-81.26
Middlemiss,42.76,-81.49
Middleport,43.1,-80.07
Middlesex,45.96,-65.01
Middlesex Centre,43.02,-81.45
Midgic,45.98,-64.3
Midhurst Station,44.44,-79.75
Midland Point,44.78,-79.87
Midlothian,45.59,-79.56
Midnapore,50.91,-114.05
Midville Branch,44.42,-64.63
Migisi Sahgaigan,49.73,-93.05
Miguasha,48.08,-66.28
Miguasha-Ouest,48.09,-66.34
Mikado,51.6,-102.27
Mikkola,46.42,-81.13
Milan,45.6,-71.13
Milberta,47.6,-79.8
Milburn,44.41,-76.37
Milby,45.31,-71.82
Mildred,53.35,-107.33
Mile 20 Second Revision,55.91,-98.28
Miles Cove,49.54,-55.79
Milford,44.81,-64.42
Milford,43.93,-77.09
Milford Haven,46.15,-83.82
Militia Point,45.84,-60.94
Milkish,45.37,-66.13
Mill Brook,45.66,-63.37
Mill Creek,46.015,-62.34
Mill Hill Training Area,45.76,-65.3
Mill Lake,44.88,-63.49
Mill Road,45.78,-66.21
Mill Road,44.78,-64.44
Mill Section,44.89,-64.2
Mill Settlement West,45.56,-66.59
Mill Village,44.62,-64.045
Mill Woods Park,53.45,-113.44
Millar,48.45,-89.54
Millar Hill,45.36,-79.02
Millars Corner,45.66,-76.76
Millars Corners,44.95,-75.57
Millarton,44.15,-81.56
Millbank,47.06,-65.45
Millbank,43.56,-80.83
Millbridge,44.68,-77.59
Millbrook 27,45.33,-63.29
Milldale,42.94,-80.58
Mille-Isles,45.81,-74.21
Miller Lake,45.1,-81.44
Miller Lake East,45.1,-81.38
Miller Lake West,45.09,-81.4
Miller Line Cache,47.35,-67.86
Miller Road,45.84,-63.61
Millerand,46.36,-80.13
Millerdale,51.78,-108.98
Millers Corner,44.18,-76.83
Miller's Hill,53.2,-105.66
Millgrove,43.33,-79.96
Millhaven,44.19,-76.73
Milliken,43.82,-79.3
Millington,45.2,-72.29
Millrise,50.91,-114.08
Mills Corners,45.16,-75.8
Mills Siding,48.19,-53.96
Millstream,45.44,-62.65
Millstream,48.04,-67.1
Millsville,45.61,-62.89
Milltown,45.17,-67.29
Milltown,44.2,-77.2
Milltown-Head of Bay d'Espoir,47.92,-55.74
Millvale,45.63,-63.81
Millview,44.7,-63.67
Millwood,50.69,-101.4
Millwood,47.67,-84.49
Milner,49.13,-122.61
Milner Ridge,50.17,-96.23
Milnes Landing,48.38,-123.7
Milnikek,48.13,-67.15
Milsap,44.36,-76.86
Milton Heights,43.51,-79.92
Milton Highlands,43.85,-66.12
Milton-Est,45.48,-72.76
Mimico,43.61,-79.49
Mimico Beach,43.61,-79.48
Mimosa,43.74,-80.22
Min-A-He-Quo-Sis 116A,53.08,-109.04
Min-a-he-quo-sis 116C,52.92,-108.91
Minahico,49.03,-94.35
Minasville,45.28,-63.81
Minburn,53.31,-111.36
Minchau,53.46,-113.4
Minden Hills,44.97,-78.74
Mine Camflo,48.15,-78.03
Mine Cedar Bay,49.89,-74.31
Mine Centre,48.76,-92.61
Mine Cooke,49.79,-74.85
Mine Copper Rand,49.88,-74.27
Mine d'Ardoise,45.57,-72.14
Mine de Mont-Wright,52.74,-67.34
Mine de Silice,48.62,-67.32
Mine Devlin,49.78,-74.3
Mine Doyon,48.25,-78.52
Mine du Portage,49.9,-74.19
Mine Gallen,48.32,-78.94
Mine Gaspé,48.96,-65.52
Mine Gwillim,49.95,-74.45
Mine Henderson-Deux,49.89,-74.21
Mine Henderson-Un,49.9,-74.19
Mine Mont-Survie,52.75,-67.28
Mine Mouska,48.27,-78.55
Mine Paul's Peak,52.75,-67.31
Mine Perry,49.78,-74.86
Mine South Hill,52.73,-67.32
Mine Springer-Deux,49.78,-74.86
Mine Springer-Un,49.78,-74.86
Mine-de-Mica,45.83,-75.59
Mine-Jos-Mann,49.49,-74.44
Mineral,46.58,-67.61
Mineral Springs,43.23,-80.02
Miners Bay,44.82,-78.76
Minesing,44.44,-79.84
Minet's Point,44.37,-79.66
Minett,45.16,-79.65
Mineville,44.69,-63.37
Ministik Mine,53.76,-94.51
Ministikwan 161,54.01,-109.67
Ministikwan 161A,54.15,-109.76
Mink Brook,45.15,-66.49
Mink Cove,44.46,-66.1
Mink Lake,45.55,-77.04
Minniehill,44.53,-80.6
Minnipuka,48.9,-83.84
Minnitaki,49.81,-93.09
Minnow Lake,46.49,-80.93
Minoahchak 74C,51.05,-102.42
Minstrel Island,50.61,-126.3
Minudie,45.77,-64.35
Miquelon,49.4,-76.45
Mira Gut,46.03,-59.96
Mira Road,46.1,-60.15
Miracle Valley,49.25,-122.25
Miron,47.28,-79.41
Mirond Lake 184E,55.19,-102.81
Mirror Lake,49.88,-116.9
Miscou Harbour,47.89,-64.57
Miscou Lighthouse,48.01,-64.51
Misère,47.46,-70.39
Misgatlee 14,53.83,-129.08
Mispec,45.21,-65.94
Missanabie 62,48.3,-84.1
Mission 1,49.31,-123.08
Mission 5,50.7,-122.28
Mission Creek 8,49.84,-119.46
Mission Island 2,50,-127.38
Mission Lands 17,54.45,-124.27
Mississagi River 8,46.2,-83
Mississagua Landing,44.69,-78.34
Mississauga Beach,43.25,-79.08
Mississauga Valley,43.59,-79.61
Mississauga's of Scugog Island,44.18,-78.88
Mississippi Mills,45.25,-76.28
Mississippi Station,44.92,-76.67
Missouri,44.42,-76.48
Mistahi Wasahk 209,56.39,-103.1
Mistawasis 103,53.16,-106.8
Mistawasis 103A,53.04,-106.73
Mistawasis 103B,53.19,-106.71
Mistawasis 103C,53.32,-106.23
Mistawasis 103D,53.2,-106.9
Mistawasis 103E,53.05,-106.75
Mistawasis 103F,53.1,-106.77
Mistawasis 103G,52.3,-106.77
Mistawasis 103H,53.08,-106.75
Mistawasis 103I,53.22,-106.82
Mistawasis 103J,53.33,-106.22
Mistiategameek Sipi,55.71,-99.95
Mistik,54.9,-103.38
Mistissini,50.41,-73.88
Mistusinne,51.06,-106.52
Mitchell Bay,44.94,-62.17
Mitchell Heights,42.66,-81.23
Mitchell Industrial,53.57,-113.57
Mitchell Settlement,47.86,-66
Mitchell Square,44.51,-79.53
Mitchell's Bay,42.38,-82.4
Mitchell's Corners,43.94,-78.8
Mitchellton,49.93,-105.7
Mitchellville,44.41,-75.97
Miworth,53.95,-122.93
Mnjikaning First Nation 32,44.69,-79.3
Moak Lake,55.92,-97.59
Mobert,48.68,-85.64
Moe's River,45.24,-71.78
Moffat,43.5,-80.05
Moffet,47.55,-78.95
Mohannes,45.15,-67.34
Mohawk Meadows,43.22,-79.95
Mohr Corners,45.41,-76.24
Mohr's Beach,50.88,-105.09
Moira,44.35,-77.4
Mokomon,48.48,-89.63
Molega,44.33,-64.9
Molega Lake,44.36,-64.78
Molega North,44.38,-64.86
Molesworth,43.78,-81.07
Moline,50.18,-100.18
Molson,50.02,-96.3
Molson Landing,45.08,-72.27
Moltke,44.03,-81
Molus River,46.57,-65.07
Monahawuhkan,55.7,-98.16
Monck,43.96,-80.49
Monck Road,45.01,-77.99
Moncrieff,43.64,-81.15
Moncton Range,46.06,-64.93
Moncton Road,46.18,-64.62
Monet,48.16,-75.64
Monetville,46.16,-80.36
Moneymore,44.38,-77.25
Mongolia,43.93,-79.22
Monitor,51.97,-110.56
Monks Head,45.64,-61.83
Monkstown,47.57,-54.43
Monnoir,45.42,-73.11
Mono Centre,44.02,-80.07
Mono Mills,43.94,-79.96
Mono Road,43.85,-79.85
Monquart,46.55,-67.6
Monsell,45.06,-79.19
Mont Nebo,53.28,-106.85
Montagne-de-la-Croix,47.35,-68.03
Montagne-des-Roy,47.35,-67.99
Montagne-des-Therrien,47.38,-68.11
Montagne-Ronde,47.84,-69.1
Montague Gold Mines,44.71,-63.51
Montana 139,52.73,-113.43
Montauban-les-Mines,46.82,-72.34
Montbeillard,48.04,-79.25
Mont-Brun,48.36,-78.71
Montcalm,45.985,-74.045
Mont-Carmel,47.43,-69.86
Mont-Carrier,45.54,-71.89
Montcerf-Lytton,46.53,-76.05
Mont-Dufresne,45.47,-71.84
Monteagle,46.09,-65.1
Monteagle Valley,45.18,-77.77
Monteith,48.64,-80.68
Monterey Park,51.08,-113.92
Montfort,45.88,-74.34
Mont-Gabriel,45.91,-74.16
Montgomery,51.07,-114.16
Montgomery Place,52.11,-106.72
Monticello,43.98,-80.4
Montigny,46.4,-75.11
Montjoie,45.39,-72.09
Mont-Joie,45.28,-74.4
Mont-Lebel,48.33,-68.41
Montmorency,46.87,-71.15
Mont-Murray,47.67,-70.08
Mont-Orford,45.29,-72.26
Montpellier,45.85,-75.16
Montreal Lake 106,54.08,-105.81
Montreal Lake 106B,53.53,-106
Montréal-Est,45.63,-73.51
Montréal-Nord,45.6,-73.63
Montréal-Ouest,45.45,-73.65
Montrock,48.76,-80.69
Mont-Rolland,45.95,-74.11
Mont-Royal,45.51,-73.65
Mont-Sainte-Adèle,45.93,-74.19
Mont-Saint-Grégoire,45.33,-73.16
Mont-Saint-Hilaire,45.56,-73.2
Mont-Saint-Pierre,49.21,-65.81
Mont-Wright,52.77,-67.32
Monument Corners,45.04,-81.33
Moodys Corner,44.15,-65.93
Moon River,45.1,-79.95
Mooneys Bay,45.35,-75.68
Moons Beach,44.55,-79.41
Moons Corners,44.4,-76.57
Moonstone,44.65,-79.66
Moor Lake,46.14,-77.68
Moorcrest,45.75,-73.63
Moore Centre,42.83,-82.34
Moore Dale,51.21,-99.14
Moore Falls,44.8,-78.8
Moore Park,50.06,-99.77
Moore Park,43.67,-79.65
Moores Corners,45.13,-75.77
Moores Lake,45.44,-76.82
Mooresburg,44.33,-80.97
Mooresville,43.23,-81.45
Mooretown,42.83,-82.46
Mooscana,50.4,-105.5
Moose Bay,50.61,-102.68
Moose Brook,45.27,-63.84
Moose Factory 68,51.1,-80.57
Moose Harbour,44.01,-64.66
Moose Heights,53.08,-122.5
Moose Hill,48.25,-89.48
Moose Lake 31A,53.7,-100.33
Moose Lake 31C,53.74,-100.16
Moose Lake 31D,53.69,-100.37
Moose Lake 31G,53.83,-100.39
Moose Lake 31J,53.76,-99.3
Moose Meadows 4,47.73,-66.37
Moose Mountain,46.61,-67.61
Moose Point,45.4,-61.44
Moose Point 79,45.08,-80.03
Moose Range,53.23,-103.7
Moose River,45.445,-63.265
Moose River,50.81,-81.29
Moose River,45.64,-72.42
Moose River Gold Mines,44.98,-62.94
Moosehead,44.94,-62.26
Mooseland,44.94,-62.79
Mooselanka Beach,44.34,-79.53
Mooseocoot,56.07,-95.59
Mooseocoot 2,56.16,-95.22
Mooseocoot 3,56.03,-95.76
Moosh 4,50.13,-121.56
Moosomin 112,52.85,-108.5
Moosomin 112A,52.96,-108.19
Moosomin 112B,53.11,-108.23
Moosomin 112E,53.53,-108.07
Moosomin 112F,53.58,-108.11
Moosomin 112G,53.23,-107.79
Moosomin 112H,52.97,-108.09
Moosomin 112J,53.21,-107.74
Moosomin 112K,53.31,-108.55
Moosomin 112L,52.97,-107.22
Moosomin 112M,52.88,-107.61
Moosomin 112N,52.89,-108.04
Moosomin 112P,52.91,-107.29
Moosomin 112S,53.07,-109.64
Moosowhapihsk Sakahegan,55.78,-101.51
Mooyah 16,49.62,-126.44
Moquin,48.43,-71.43
Moravian 47,42.56,-81.88
Moraviantown,42.58,-81.89
Moray,43.2,-81.67
Mordolphin,44.8,-79.62
Morecambe,53.66,-111.47
Morehouse Corner,46.06,-66.95
Morell 2,46.35,-62.7
Morewood,45.17,-75.28
Morgans Point,42.86,-79.34
Morganston,44.14,-77.86
Morganville,44.51,-65.6
Moricetown 1,55.01,-127.31
Morien Hill,46.18,-59.96
Morigeau,46.88,-70.66
Morin,46.8,-70.82
Morin Industrial,53.54,-113.63
Morin Lake 217,55.08,-105.78
Morin Village,47.46,-81.43
Morin-Heights,45.9,-74.25
Morinus,45.17,-79.61
Morisset-Station,46.25,-70.54
Morleys Siding,48.31,-53.9
Morleyville Settlement,51.2,-114.79
Morningside,52.57,-113.63
Morningside,50.4,-105.48
Morrell,46.85,-67.69
Morris Industrial,53.51,-113.4
Morris Island,43.76,-65.9
Morrisdale,45.38,-66.21
Morrish,43.96,-78.39
Morrison,46.035,-74.545
Morrison Cove,47.01,-65.5
Morrison Landing,44.84,-79.46
Morristown,45.36,-63.33
Morris-Turnberry,43.82,-81.27
Morrisville,47.88,-55.76
Morrisville,45.9,-82.84
Morse's Line,45.01,-72.97
Morteen 9,49.92,-122.37
Mortimer,46.47,-65.27
Mortimers Point,45.04,-79.55
Mortlach,50.45,-106.06
Morton,44.53,-76.19
Morven,44.23,-76.84
Morweena,50.99,-97.4
Moschelle,44.75,-65.46
Moscow,44.42,-76.8
Moserville,43.49,-80.96
Mosher,48.7,-84.19
Moshers Corner,45,-65.11
Moshers Island,44.23,-64.34
Mosherville,45.07,-63.95
Mosquito 109,52.51,-108.25
Mosquito Creek 5,58.93,-128.25
Mosquito Grizzly Bear's Head Lean Man TLE 1,53.17,-107.37
Moss Glen,45.43,-66.03
Mossington Park,44.32,-79.34
Mossleigh,50.72,-113.32
Mossley,42.94,-81.01
Motherwell,43.34,-81.18
Motts Mills,44.78,-76.03
Moulin-à-Baude,48.15,-69.67
Moulin-Caron,48.12,-78.97
Moulin-Goulet,46.64,-70.71
Moulin-Samson,45.77,-71.78
Moulin-Tourville,46.24,-72.93
Moulin-Vallière,46.97,-71.2
Moulton Hill,45.38,-71.84
Moulton Station,42.96,-79.54
Mount Albion,43.2,-79.81
Mount Auburn,45.76,-60.69
Mount Baldy,49.15,-119.23
Mount Carmel,43.284,-79.934
Mount Carmel-Mitchells Brook-St. Catherine's,47.18,-53.42
Mount Charles,43.67,-79.67
Mount Chesney,44.33,-76.45
Mount Currie,50.31,-122.71
Mount Currie 1,50.3,-122.71
Mount Currie 10,50.31,-122.71
Mount Currie 2,50.3,-122.75
Mount Currie 6,50.31,-122.66
Mount Currie 7,50.34,-122.69
Mount Currie 8,50.31,-122.7
Mount Dennis,43.68,-79.48
Mount Denson,45.04,-64.15
Mount Hanley,44.96,-65.17
Mount Healy,43,-79.87
Mount Hebron,45.81,-65.49
Mount Horeb,44.25,-78.65
Mount Irwin,44.75,-78.54
Mount Joy,43.88,-79.26
Mount Julian,44.56,-78.13
Mount Lehman,49.11,-122.38
Mount Loyal,46.04,-73.8
Mount MacDonald,47.78,-80.12
Mount McKay Range,48.34,-89.29
Mount Middleton,45.78,-65.55
Mount Moriah,48.95,-58.07
Mount Nemo,43.4,-79.87
Mount Pisgah,45.81,-65.42
Mount Prospect,45.46,-65.75
Mount Rose,44.92,-65.24
Mount Royal,51.295,-105.685
Mount Royal West,52.13,-106.71
Mount Salem,42.71,-80.93
Mount St. Louis,44.6,-79.7
Mount St. Patrick,45.33,-76.88
Mount Stephen,44.74,-79.58
Mount Thom,45.52,-62.96
Mount Tryon,46.28,-63.58
Mount Vernon,42.995,-80.655
Mount View,45.95,-64.38
Mount View,43.89,-80.43
Mount Washington,49.73,-125.3
Mount Whatley,45.87,-64.26
Mount William,45.59,-62.71
Mount Zion,44.05,-78.34
Mountain,45.03,-75.49
Mountain Brook,47.98,-66.36
Mountain Chutes,47.64,-80.16
Mountain Front,45.15,-64.59
Mountain Gardens,43.35,-79.82
Mountain Grove,44.73,-76.84
Mountain Lake,47.64,-80.21
Mountain Ranches,45.46,-74.25
Mountain Road,45.7,-63.1
Mountain Station,49.48,-117.28
Mountain View Beach,44.64,-79.98
Mountainside,49.14,-100.28
Mountbatten 76A,47.71,-83.04
Mountjoy,48.47,-81.36
Mountsberg,43.43,-80.04
Mountville,45.79,-64.61
Mountville,45.53,-62.62
Moutcha 5,49.78,-126.43
Mowat Landing,47.47,-79.97
Mowbray,49,-98.48
Moyehai 23,49.41,-125.91
Mozart,51.77,-103.99
Mt. St. Bruno Range and Training Area,45.56,-73.3
Mud Bay,49.28,-123.84
Mud Lake,53.3,-60.16
Mud River,50.31,-88.52
Muddy River 1,59.63,-127.13
Muir,43.11,-80.59
Muirkirk,42.51,-81.77
Mukwa Narrows,53.04,-94.99
Muldrew Lake,44.87,-79.41
Mulgrave Park,44.66,-63.6
Mulgrave-et-Derry,45.78,-75.36
Mulhern,43.1,-79.12
Mull,42.4,-81.98
Mullifarry,42.98,-81.66
Mulligan Ferry,46.01,-76.01
Mullingar,53.08,-107.66
Mulloys,45.07,-75.4
Mulmur,44.145,-80.05
Mulock,45.335,-80.145
Mulvihill,50.96,-98.17
Muncey,42.82,-81.44
Mundleville,46.58,-64.91
Muniac,46.61,-67.7
Munk,55.97,-95.99
Munro,43.42,-81.23
Munro Lake,54.65,-95.01
Munroes Mills,45.19,-74.69
Munsee-Delaware Nation 1,42.79,-81.48
Murchison,45.5,-78.02
Murchyville,44.99,-63.13
Murillo,48.41,-89.46
Murphy Beach,44.58,-79.31
Murphy Corner,46.58,-67.51
Murphy Corners,44.81,-77.72
Murphy Cove,44.78,-62.76
Murphy Lake,44.9,-64.53
Murphy Settlement,46.47,-64.91
Murray,46.3,-60.61
Murray Corner,46.17,-63.95
Murray Hill,44.26,-78.42
Murray Lake 4,53.67,-125.08
Murray Mine,46.51,-81.06
Murray Road,46.14,-63.97
Murray Settlement,46.84,-65.44
Murray Siding,45.36,-63.2
Murrays Siding,45.36,-63.21
Murrayville,49.08,-122.61
Murrell,45.63,-76.6
Murvale,44.35,-76.65
Musclow,45.12,-77.8
Muscowpetung 80,50.77,-104.26
Mushkin 5,50.34,-125.14
Mushkin 5A,50.34,-125.15
Muskeg Lake 102B,53.05,-107.44
Muskeg Lake 102C,53.01,-106.84
Muskeg Lake 102D,53.04,-106.93
Muskeg Lake 102E,53,-106.95
Muskeg Lake 102F,53,-106.88
Muskeg Lake 102G,53.05,-106.92
Muskeg Lake 102H,52.88,-106.73
Muskeg Lake 102J,52.87,-106.74
Muskeg Lake 102K,53,-106.95
Muskeg Lake 102L,52.93,-106.66
Muskeg Lake 102M,52.99,-106.98
Muskeg Lake Cree Nation 102,52.98,-106.9
Muskeg River 20C,54.06,-102.65
Muskoday 99A,53.55,-105.5
Muskoday 99B,53.6,-105.53
