Municipality,Province - Territory,Latitude,Longitude
Norvern Shores,Ontario,45.33,-79.33
Norway House 17,Manitoba,54.02,-97.75
Norway House 17A,Manitoba,54.24,-97.6
Norway House 17B,Manitoba,54.23,-97.59
Norway House 17C-1,Manitoba,54.23,-97.03
Norway House 17C-10,Manitoba,54.28,-96.75
Norway House 17C-11,Manitoba,54.29,-96.73
Norway House 17C-12,Manitoba,54.3,-96.7
Norway House 17C-13,Manitoba,54.29,-96.71
Norway House 17C-14,Manitoba,54.27,-96.72
Norway House 17C-15,Manitoba,54.28,-96.71
Norway House 17C-16,Manitoba,54.27,-96.71
Norway House 17C-17,Manitoba,54.27,-96.68
Norway House 17C-18,Manitoba,54.25,-96.63
Norway House 17C-19,Manitoba,54.24,-96.63
Norway House 17C-2,Manitoba,54.21,-97.01
Norway House 17C-20,Manitoba,54.23,-96.64
Norway House 17C-21,Manitoba,54.21,-96.62
Norway House 17C-22,Manitoba,54.22,-96.6
Norway House 17C-23,Manitoba,54.22,-96.6
Norway House 17C-24,Manitoba,54.23,-96.57
Norway House 17C-25,Manitoba,54.23,-96.67
Norway House 17C-26,Manitoba,54.22,-96.73
Norway House 17C-27,Manitoba,54.2,-96.67
Norway House 17C-28,Manitoba,54.17,-96.68
Norway House 17C-29,Manitoba,54.18,-96.66
Norway House 17C-3,Manitoba,54.19,-97.04
Norway House 17C-30,Manitoba,54.17,-96.64
Norway House 17C-31,Manitoba,54.2,-96.61
Norway House 17C-32,Manitoba,54.2,-96.57
Norway House 17C-33,Manitoba,54.2,-96.56
Norway House 17C-34,Manitoba,54.2,-96.55
Norway House 17C-35,Manitoba,54.2,-96.56
Norway House 17C-36,Manitoba,54.21,-96.56
Norway House 17C-37,Manitoba,54.21,-96.56
Norway House 17C-38,Manitoba,54.18,-96.83
Norway House 17C-39,Manitoba,54.18,-96.82
Norway House 17C-4,Manitoba,54.19,-97.03
Norway House 17C-40,Manitoba,54.15,-96.77
Norway House 17C-41,Manitoba,54.16,-96.76
Norway House 17C-42,Manitoba,54.15,-96.76
Norway House 17C-43,Manitoba,54.16,-96.75
Norway House 17C-44,Manitoba,54.15,-96.74
Norway House 17C-45,Manitoba,54.14,-96.73
Norway House 17C-46,Manitoba,54.15,-96.68
Norway House 17C-5,Manitoba,54.18,-97.02
Norway House 17C-6,Manitoba,54.22,-96.95
Norway House 17C-7,Manitoba,54.25,-96.92
Norway House 17C-8,Manitoba,54.24,-96.88
Norway House 17C-9,Manitoba,54.27,-96.75
Norway House 17D-1,Manitoba,54.27,-96.8
Norway House 17D-2,Manitoba,54.15,-97.76
Norway House 17D-3,Manitoba,53.77,-97.22
Norway House 17D-4,Manitoba,53.91,-96.4
Norway House 17D-5,Manitoba,54.18,-96.19
Norway House 17D-6,Manitoba,54.28,-97.53
Norway House 17D-7,Manitoba,54.32,-97.44
Norway House 17D-8,Manitoba,54.42,-97.48
Norway House 17D-9,Manitoba,54.53,-96.61
Norway House Settlement,Manitoba,53.95,-97.87
Norway Point,Ontario,45.22,-79.02
Norwester Industrial,Alberta,53.56,-113.6
Nosbonsing,Ontario,46.23,-79.2
Notch Hill,British Columbia,50.85,-119.43
Notikewin,Alberta,56.97,-117.62
Notin Sakahekun,Manitoba,54.62,-95.83
Notre Dame du Lac,Ontario,46.3,-80.19
Notre-Dame,New Brunswick,46.31,-64.72
Notre-Dame-Auxiliatrice-de-Buckland,Quebec,46.61,-70.55
Notre-Dame-de-Bonsecours,Quebec,45.7,-74.86
Notre-Dame-de-Ham,Quebec,45.9,-71.73
Notre-Dame-de-la-Merci,Quebec,46.23,-74.05
Notre-Dame-de-la-Paix,Quebec,45.81,-74.96
Notre-Dame-de-la-Salette,Quebec,45.76,-75.58
Notre-Dame-de-l'Île-Perrot,Quebec,45.36,-73.93
Notre-Dame-de-l'Isle-Verte,Quebec,48,-69.45
Notre-Dame-de-Lorette,Quebec,49.08,-72.35
Notre-Dame-de-Lourdes,Manitoba,49.53,-98.55
Notre-Dame-de-Lourdes,New Brunswick,47.24,-67.94
Notre-Dame-de-Lourdes,Quebec,46.205,-72.62
Notre-Dame-de-Montauban,Quebec,46.86,-72.33
Notre-Dame-de-Pierreville,Quebec,46.1,-72.88
Notre-Dame-de-Pontmain,Quebec,46.28,-75.63
Notre-Dame-de-Portneuf,Quebec,46.71,-71.88
Notre-Dame-de-Saint-Hyacinthe,Quebec,45.59,-72.96
Notre-Dame-des-Anges,Quebec,46.84,-71.765
Notre-Dame-des-Bois,Quebec,45.4,-71.06
Notre-Dame-des-Champs,Ontario,45.42,-75.48
Notre-Dame-des-Érables,New Brunswick,47.63,-65.24
Notre-Dame-des-Laurentides,Quebec,46.91,-71.35
Notre-Dame-des-Mères,Quebec,45.51,-71.9
Notre-Dame-des-Neiges,Quebec,48.11,-69.16
Notre-Dame-des-Pins,Quebec,46.18,-70.71
Notre-Dame-des-Prairies,Quebec,46.05,-73.43
Notre-Dame-des-Sept-Douleurs,Quebec,48,-69.45
Notre-Dame-de-Stanbridge,Quebec,45.16,-73.03
Notre-Dame-du-Portage,Quebec,47.76,-69.61
Notre-Dame-du-Rosaire,Quebec,47.81,-70.91
Notre-Dame-du-Sacré-Coeur-d'Issoudun,Quebec,46.58,-71.61
Nouvelle,Quebec,48.13,-66.31
Nouvelle-Ouest,Quebec,48.15,-66.36
Nowlanville,New Brunswick,46.94,-65.51
Noyan,Quebec,45.06,-73.3
Nuchatl 1,British Columbia,49.8,-126.96
Nuchatl 2,British Columbia,49.8,-126.96
Nuchatlitz,British Columbia,49.8,-126.96
Nudell Bush,Ontario,44.96,-75.1
Nukko Lake,British Columbia,54.08,-122.98
Numaykoos Sakaheykun,Manitoba,56.53,-97.84
Numogate,Ontario,44.95,-76.03
Nursery,British Columbia,49.01,-118.4
Nut Mountain,Saskatchewan,52.12,-103.38
Nutak,Newfoundland and Labrador,57.48,-61.83
Nutana,Saskatchewan,52.11,-106.65
Nutana Park South,Saskatchewan,52.09,-106.63
Nutashquan,Quebec,50.13,-61.8
Nuttby,Nova Scotia,45.52,-63.2
Nuuautin 2,British Columbia,50.25,-121.58
Nuuautin 2A,British Columbia,50.25,-121.58
Nuuautin 2B,British Columbia,50.26,-121.58
NW Crescent Heights,Alberta,50.05,-110.69
Nyanza,Nova Scotia,46.09,-60.88
O K'Ay Wha Cho 26,British Columbia,54.93,-125.27
Oak Acres,Ontario,43,-82.37
Oak Bluff,Manitoba,49.77,-97.32
Oak Flats,Ontario,44.54,-76.74
Oak Haven,New Brunswick,45.2,-67.2
Oak Heights,Ontario,44.14,-77.98
Oak Hill,New Brunswick,45.33,-67.33
Oak Hills,British Columbia,50.75,-120.35
Oak Island Settlement,Manitoba,49.68,-96.92
Oak Lake 59A,Manitoba,49.69,-100.93
Oak Lake Beach,Manitoba,49.68,-100.71
Oak Lake Reserve,Manitoba,49.62,-100.94
Oak Leaf,Ontario,44.58,-76.03
Oak Mountain,New Brunswick,46,-67.64
Oak Orchard,Ontario,44.47,-78.43
Oak Park,Nova Scotia,43.58,-65.63
Oak Point Settlement,Manitoba,50.49,-98
Oak Ridges,Ontario,43.94,-79.45
Oak River,Manitoba,50.13,-100.43
Oak Valley,Ontario,45,-75.36
Oakdale,Ontario,42.7,-82.03
Oakdene Point,Ontario,44.21,-78.79
Oakfield,Nova Scotia,44.9,-63.57
Oakgrove,Ontario,45.46,-76.81
Oakhill,Nova Scotia,44.39,-64.5
Oakhill,Ontario,43.22,-79.99
Oakhill Forest,Ontario,42.89,-79.02
Oakmont,Alberta,53.65,-113.6
Oakner,Manitoba,50.09,-100.58
Oakridge,Alberta,50.96,-114.11
Oakridge,British Columbia,49.23,-123.11
Oakridge,Ontario,43.69,-79.27
Oakridge Acres,Ontario,42.97,-81.3
Oakridge Park,Ontario,42.97,-81.32
Oakshela,Saskatchewan,50.4,-102.76
Oakview Beach,Ontario,44.49,-80.04
Oakwood Corners,Ontario,43,-82.37
Oasis,British Columbia,49.13,-117.75
Oatswish 13,British Columbia,52.92,-128.13
Obabikong 35B,Ontario,49.25,-94.25
Obadjiwan 15E,Ontario,46.89,-84.61
Obalski,Quebec,49.74,-74.39
Oban,Nova Scotia,45.72,-60.92
Obaska,Quebec,48.21,-77.35
Obedjiwan Indian Reserve 28,Quebec,48.66,-74.93
O'Brien,Ontario,47.535,-80.2
O'Briens Landing,Ontario,49.84,-91.18
Obushkudayang,Manitoba,51.77,-98.51
Occosh 8,British Columbia,49.94,-127.05
Ocean Falls,British Columbia,52.35,-127.7
Ocean Grove,British Columbia,49.95,-125.2
Ocean Man 69,Saskatchewan,49.85,-103.1
Ocean Man 69A,Saskatchewan,49.89,-103.15
Ocean Man 69B,Saskatchewan,49.88,-103.14
Ocean Man 69C,Saskatchewan,49.88,-103.06
Ocean Man 69D,Saskatchewan,49.83,-102.89
Ocean Man 69E,Saskatchewan,49.82,-102.93
Ocean Man 69F,Saskatchewan,49.8,-102.91
Ocean Man 69G,Saskatchewan,49.85,-102.93
Ocean Man 69H,Saskatchewan,49.85,-102.87
Ocean Man 69I,Saskatchewan,49.86,-102.91
Ocean Man 69N,Saskatchewan,49.8,-102.87
Ocean Man 69S,Saskatchewan,49.8,-102.88
Ocean Man 69U,Saskatchewan,49.83,-103.32
Ocean Man 69X,Saskatchewan,49.83,-102.94
Ocean Park,British Columbia,49.03,-122.86
Ocean View,Prince Edward Island,46.06,-62.81
Ochapowace 71,Saskatchewan,50.48,-102.39
Ochapowace 71-1,Saskatchewan,50.78,-102.46
Ochapowace 71-10,Saskatchewan,50.36,-102.07
Ochapowace 71-100,Saskatchewan,50.23,-102.49
Ochapowace 71-101,Saskatchewan,50.67,-102.38
Ochapowace 71-102,Saskatchewan,50.16,-102.2
Ochapowace 71-103,Saskatchewan,50.46,-102.22
Ochapowace 71-104,Saskatchewan,50.4,-102.47
Ochapowace 71-105,Saskatchewan,50.68,-102.29
Ochapowace 71-106,Saskatchewan,50.43,-102.45
Ochapowace 71-107,Saskatchewan,50.43,-102.44
Ochapowace 71-108,Saskatchewan,50.43,-102.2
Ochapowace 71-109,Saskatchewan,50.42,-102.38
Ochapowace 71-11,Saskatchewan,50.49,-102.06
Ochapowace 71-110,Saskatchewan,50.18,-102.2
Ochapowace 71-112,Saskatchewan,50.41,-102.19
Ochapowace 71-115,Saskatchewan,50.42,-102.46
Ochapowace 71-116,Saskatchewan,50.43,-102.41
Ochapowace 71-117,Saskatchewan,50.49,-102.11
Ochapowace 71-118,Saskatchewan,50.43,-102.41
Ochapowace 71-119,Saskatchewan,50.37,-102.43
Ochapowace 71-12,Saskatchewan,50.24,-101.78
Ochapowace 71-120,Saskatchewan,50.69,-102.27
Ochapowace 71-121,Saskatchewan,50.43,-102.24
Ochapowace 71-122,Saskatchewan,50.4,-102
Ochapowace 71-123,Saskatchewan,50.77,-102.42
Ochapowace 71-124,Saskatchewan,50.41,-102.48
Ochapowace 71-125,Saskatchewan,50.48,-102.18
Ochapowace 71-126,Saskatchewan,50.44,-102.24
Ochapowace 71-127,Saskatchewan,50.47,-102.19
Ochapowace 71-129,Saskatchewan,50.41,-102.37
Ochapowace 71-13,Saskatchewan,50.71,-102.41
Ochapowace 71-130,Saskatchewan,50.15,-102.19
Ochapowace 71-131,Saskatchewan,50.56,-102.41
Ochapowace 71-132,Saskatchewan,50.45,-104.44
Ochapowace 71-14,Saskatchewan,50.74,-102.42
Ochapowace 71-15,Saskatchewan,50.74,-102.32
Ochapowace 71-16,Saskatchewan,50.21,-102.15
Ochapowace 71-17,Saskatchewan,50.35,-102.08
Ochapowace 71-18,Saskatchewan,50.73,-102.27
Ochapowace 71-19,Saskatchewan,50.61,-102.69
Ochapowace 71-2,Saskatchewan,50.13,-102.41
Ochapowace 71-20,Saskatchewan,50.41,-102.02
Ochapowace 71-21,Saskatchewan,50.69,-102.4
Ochapowace 71-22,Saskatchewan,50.44,-102.17
Ochapowace 71-23,Saskatchewan,50.71,-102.27
Ochapowace 71-24,Saskatchewan,50.64,-102.37
Ochapowace 71-25,Saskatchewan,50.69,-102.41
Ochapowace 71-26,Saskatchewan,50.26,-101.79
Ochapowace 71-27,Saskatchewan,50.19,-102.17
Ochapowace 71-28,Saskatchewan,50.68,-102.33
Ochapowace 71-29,Saskatchewan,50.69,-102.26
Ochapowace 71-3,Saskatchewan,50.19,-102.19
Ochapowace 71-30,Saskatchewan,50.68,-102.41
Ochapowace 71-31,Saskatchewan,50.41,-102.06
Ochapowace 71-32,Saskatchewan,50.76,-102.29
Ochapowace 71-33,Saskatchewan,50.75,-102.31
Ochapowace 71-34,Saskatchewan,50.18,-102.19
Ochapowace 71-35,Saskatchewan,50.66,-102.39
Ochapowace 71-36,Saskatchewan,50.67,-102.25
Ochapowace 71-37,Saskatchewan,50.42,-102.14
Ochapowace 71-38,Saskatchewan,50.45,-102.1
Ochapowace 71-39,Saskatchewan,50.48,-102.19
Ochapowace 71-4,Saskatchewan,50.38,-102.01
Ochapowace 71-40,Saskatchewan,50.52,-102.24
Ochapowace 71-41,Saskatchewan,50.12,-102.38
Ochapowace 71-42,Saskatchewan,50.7,-102.44
Ochapowace 71-43,Saskatchewan,50.74,-102.41
Ochapowace 71-44,Saskatchewan,50.75,-102.38
Ochapowace 71-45,Saskatchewan,50.36,-102.43
Ochapowace 71-46,Saskatchewan,50.38,-102.42
Ochapowace 71-47,Saskatchewan,50.48,-102.04
Ochapowace 71-48,Saskatchewan,50.61,-102.33
Ochapowace 71-49,Saskatchewan,50.48,-102.13
Ochapowace 71-5,Saskatchewan,50.43,-102.06
Ochapowace 71-50,Saskatchewan,50.28,-102.21
Ochapowace 71-51,Saskatchewan,50.76,-102.28
Ochapowace 71-52,Saskatchewan,50.41,-102.41
Ochapowace 71-53,Saskatchewan,50.47,-102.16
Ochapowace 71-54,Saskatchewan,50.47,-102.15
Ochapowace 71-55,Saskatchewan,50.74,-102.29
Ochapowace 71-56,Saskatchewan,50.8,-102.38
Ochapowace 71-57,Saskatchewan,50.41,-102.15
Ochapowace 71-59,Saskatchewan,50.45,-102.14
Ochapowace 71-6,Saskatchewan,50.52,-102.19
Ochapowace 71-60,Saskatchewan,50.2,-101.69
Ochapowace 71-61,Saskatchewan,50.41,-102.01
Ochapowace 71-62,Saskatchewan,50.45,-102.2
Ochapowace 71-63,Saskatchewan,50.44,-102.19
Ochapowace 71-64,Saskatchewan,50.41,-102.32
Ochapowace 71-65,Saskatchewan,50.46,-102.26
Ochapowace 71-66,Saskatchewan,50.25,-102.52
Ochapowace 71-67,Saskatchewan,50.45,-102.12
Ochapowace 71-68,Saskatchewan,50.4,-102.38
Ochapowace 71-69,Saskatchewan,50.7,-102.39
Ochapowace 71-7,Saskatchewan,50.74,-102.33
Ochapowace 71-70,Saskatchewan,50.18,-102.25
Ochapowace 71-71,Saskatchewan,50.24,-102.55
Ochapowace 71-72,Saskatchewan,50.73,-102.43
Ochapowace 71-73,Saskatchewan,50.45,-102.26
Ochapowace 71-74,Saskatchewan,50.4,-102.08
Ochapowace 71-75,Saskatchewan,50.68,-102.27
Ochapowace 71-76,Saskatchewan,50.37,-102.27
Ochapowace 71-77,Saskatchewan,50.45,-102.27
Ochapowace 71-78,Saskatchewan,50.68,-102.27
Ochapowace 71-79,Saskatchewan,50.49,-102.2
Ochapowace 71-8,Saskatchewan,50.56,-102.39
Ochapowace 71-80,Saskatchewan,50.43,-102.19
Ochapowace 71-82,Saskatchewan,50.49,-102.08
Ochapowace 71-83,Saskatchewan,50.46,-102.25
Ochapowace 71-86,Saskatchewan,50.69,-102.45
Ochapowace 71-87,Saskatchewan,50.22,-102.48
Ochapowace 71-88,Saskatchewan,50.42,-102.2
Ochapowace 71-89,Saskatchewan,50.47,-102.13
Ochapowace 71-9,Saskatchewan,50.4,-102.03
Ochapowace 71-91,Saskatchewan,50.4,-102.43
Ochapowace 71-92,Saskatchewan,50.4,-102.33
Ochapowace 71-93,Saskatchewan,50.39,-102.06
Ochapowace 71-94,Saskatchewan,50.26,-102.51
Ochapowace 71-95,Saskatchewan,50.45,-102.24
Ochapowace 71-96,Saskatchewan,50.48,-102.23
Ochapowace 71-97,Saskatchewan,50.35,-102.04
Ochapowace 71-98,Saskatchewan,50.48,-102.18
Ochapowace 71-99,Saskatchewan,50.66,-102.25
Ochapowage 71-128,Saskatchewan,50.37,-102.27
O'Chiese 203,Alberta,52.79,-115.32
O'Chiese Cemetery 203A,Alberta,52.2,-115.02
Ochre Beach,Manitoba,51.12,-99.79
Ochre Pit Cove,Newfoundland and Labrador,47.9,-53.07
Oclucje 7,British Columbia,49.98,-126.94
O'Connor,Ontario,48.36,-89.695
Oconto,Ontario,44.71,-76.67
Odei River,Manitoba,55.88,-98.11
O'Donnell Landing,Ontario,44.29,-78.72
O'Donnells,New Brunswick,46.51,-66.26
Off Lake Corner,Ontario,48.81,-93.85
Ogden,Alberta,50.99,-114.01
Ogden,Nova Scotia,45.34,-61.63
Ogden,Quebec,45.05,-72.13
Ogden Mill,New Brunswick,45.91,-64.38
Ogdensburg,Quebec,45.65,-74.51
Ogilvie,Nova Scotia,45.13,-64.84
Ogoki,Ontario,51.62,-85.94
O'Grady Settlement,Ontario,45.49,-77.49
Ohamil 1,British Columbia,49.33,-121.6
Ohaton,Alberta,52.96,-112.65
Ohio,Nova Scotia,44.955,-64.035
Ohio-Du-Barachois,New Brunswick,46.21,-64.48
Ohpahahpiskow Sakahegan,Manitoba,55.83,-100.39
Ohsweken,Ontario,43.06,-80.11
Oil City,Ontario,42.81,-82.12
Oinimitis 14,British Columbia,49.35,-125.76
Ojibway,Ontario,42.25,-83.08
Ojibway Island,Ontario,45.53,-80.45
Ojibway Nation of Saugeen,Ontario,50.44,-90.69
Okanagan 1,British Columbia,50.35,-119.31
Okanagan Centre,British Columbia,50.05,-119.45
Okanagan Landing,British Columbia,50.23,-119.35
Okanagan Mission,British Columbia,49.81,-119.48
Okanese 82,Saskatchewan,50.92,-103.36
Okanese 82 (DD),Saskatchewan,50.86,-103.25
Okanese 82(AA),Saskatchewan,50.88,-103.6
Okanese 82(BB),Saskatchewan,50.93,-103.49
Okanese 82(CC),Saskatchewan,50.93,-103.51
Okanese 82(EE),Saskatchewan,50.91,-103.21
Okanese 82(FF),Saskatchewan,50.87,-103.24
Okanese 82(GG),Saskatchewan,50.92,-103.23
Okanese 82(HH),Saskatchewan,50.87,-103.15
Okanese 82(Q),Saskatchewan,50.86,-103.24
Okanese 82(R),Saskatchewan,50.77,-103.27
Okanese 82(S),Saskatchewan,52.11,-102.11
Okanese 82(T),Saskatchewan,50.88,-103.15
Okanese 82(U),Saskatchewan,50.86,-103.27
Okanese 82(V),Saskatchewan,50.86,-103.23
Okanese 82(W),Saskatchewan,50.86,-103.2
Okanese 82(X),Saskatchewan,50.84,-103.52
Okanese 82(Y),Saskatchewan,50.86,-103.21
Okanese 82(Z),Saskatchewan,50.86,-103.21
Okanese 82A,Saskatchewan,50.87,-103.5
Okanese 82B,Saskatchewan,50.87,-103.23
Okanese 82C,Saskatchewan,50.88,-103.63
Okanese 82D,Saskatchewan,50.87,-103.21
Okanese 82E,Saskatchewan,50.9,-103.27
Okanese 82F,Saskatchewan,50.89,-103.49
Okanese 82G,Saskatchewan,50.85,-103.15
Okanese 82H,Saskatchewan,50.65,-103.29
Okanese 82I,Saskatchewan,50.84,-103.5
Okanese 82J,Saskatchewan,52.11,-101.99
Okanese 82K,Saskatchewan,50.85,-103.15
Okanese 82L,Saskatchewan,50.83,-103.51
Okanese 82M,Saskatchewan,50.85,-103.22
Okanese 82N,Saskatchewan,50.58,-103.1
Okanese 82O,Saskatchewan,50.95,-103.24
Okanese 82P,Saskatchewan,50.87,-103.27
Oka-sur-la-Montagne,Quebec,45.5,-74.06
Oke 10,British Columbia,49.87,-126.85
Okeamin 5,British Columbia,49.13,-125.66
Okla,Saskatchewan,52.01,-103.1
Old Altona,Manitoba,49.09,-97.55
Old Barns,Nova Scotia,45.34,-63.39
Old Bella Bella,British Columbia,52.15,-128.12
Old Bonaventure,Newfoundland and Labrador,48.28,-53.42
Old Chelsea,Quebec,45.5,-75.81
Old Clemens 16,British Columbia,51.7,-122.35
Old Country Meadow 4,British Columbia,53.92,-124.22
Old Cut,Ontario,42.58,-80.4
Old Fort,British Columbia,56.2,-120.81
Old Fort 157B,Saskatchewan,55.28,-104.6
Old Fort 217,Alberta,58.42,-111.48
Old Fort Erie,Ontario,42.91,-78.92
Old Glenridge,Ontario,43.15,-79.23
Old Killaloe,Ontario,45.53,-77.41
Old Massett,British Columbia,54.03,-132.18
Old Mill,Ontario,43.65,-79.49
Old Ridge,New Brunswick,45.25,-67.28
Old Stittsville,Ontario,45.26,-75.93
Old Wives,Saskatchewan,50.2,-106
Old Woman's River,Ontario,44.96,-81.35
Oldcastle,Ontario,42.22,-82.95
Oldfield,Ontario,42.54,-82.31
Oldham,Nova Scotia,44.91,-63.49
Old-Harry,Quebec,47.57,-61.47
Olinda,Ontario,42.08,-82.67
Oliver Corner,Quebec,45.19,-72.19
Oliver Paipoonge,Ontario,48.4,-89.52
Oliver's Landing,British Columbia,49.58,-123.22
Olivet,Ontario,43.85,-80.66
Olscamps,Quebec,47.04,-72.92
Omagh,Ontario,43.5,-79.81
Ombabika,Ontario,50.22,-87.91
Omerville,Quebec,45.29,-72.11
Omineca 1,British Columbia,53.99,-125.85
Omoah 9,British Columbia,48.87,-125.29
Onadsilth 9,British Columbia,49.23,-125.59
Onagon,Ontario,48.74,-80.72
Onakawana,Ontario,50.6,-81.42
Onaping,Ontario,46.62,-81.41
One Arrow 95,Saskatchewan,52.73,-106.06
One Arrow 95-1A,Saskatchewan,52.67,-106.11
One Arrow 95-1B,Saskatchewan,52.77,-106.09
One Arrow 95-1C,Saskatchewan,52.56,-105.92
One Arrow 95-1D,Saskatchewan,52.8,-106.08
One Arrow 95-1E,Saskatchewan,52.59,-105.92
One Arrow 95-1F,Saskatchewan,52.85,-105.98
One Arrow 95-1G,Saskatchewan,52.87,-106.49
One Arrow 95-1H,Saskatchewan,52.57,-105.91
One Arrow 95-1I,Saskatchewan,52.75,-106.09
One Arrow 95-1J,Saskatchewan,52.95,-106.01
One Man Lake 29,Ontario,50.34,-94.74
One Mile 6,British Columbia,49.59,-120.56
One Mile Point 1,British Columbia,58.81,-130.08
Oneida 41,Ontario,42.82,-81.4
O'Neil,New Brunswick,46.2,-64.85
Onikahp Sahghikansis 165E,Saskatchewan,55.17,-108.1
Onion Lake,Saskatchewan,53.71,-110
Onion Lake 119-1,Saskatchewan,53.92,-109.91
Onion Lake 119-2,Saskatchewan,53.71,-109.8
Onondaga,Ontario,43.11,-80.12
Onslow Corners,Quebec,45.61,-76.3
Onslow Mountain,Nova Scotia,45.42,-63.3
Opaskwayak Cree Nation 21,Manitoba,54.04,-100.94
Opaskwayak Cree Nation 21A,Manitoba,53.79,-101.23
Opaskwayak Cree Nation 21A South,Manitoba,53.71,-101.22
Opaskwayak Cree Nation 21B,Manitoba,53.83,-101.21
Opaskwayak Cree Nation 21C,Manitoba,53.82,-101.26
Opaskwayak Cree Nation 21D,Manitoba,53.82,-101.29
Opaskwayak Cree Nation 21E,Manitoba,53.87,-101.33
Opaskwayak Cree Nation 21F,Manitoba,53.86,-101.35
Opaskwayak Cree Nation 21G,Manitoba,53.93,-101.4
Opaskwayak Cree Nation 21I,Manitoba,53.8,-101.32
Opaskwayak Cree Nation 21J,Manitoba,53.83,-101.31
Opaskwayak Cree Nation 21K,Manitoba,53.83,-101.37
Opaskwayak Cree Nation 21L,Manitoba,54.1,-101.56
Opaskwayak Cree Nation 21N,Manitoba,53.79,-101.38
Opaskwayak Cree Nation 21P,Manitoba,53.88,-101.46
Opaskwayak Cree Nation 27A,Saskatchewan,53.65,-101.97
Opaskwayak Cree Nation Rocky Lake 1,Manitoba,54.09,-101.46
Opaskwayak Cree Nation Root Lake 231,Manitoba,54,-101.35
Opaskwayak Cree Nation Salt Channel 21D,Manitoba,53.73,-101.7
Opasquia,Ontario,53.26,-93.54
Opatseeah 13,British Columbia,48.82,-124.67
Opekanowi Sakaheykun,Manitoba,55.55,-99.54
Opekunosakakanihk,Manitoba,56.23,-98.38
Opemit 4,British Columbia,49.81,-126.96
Open Bay 8,British Columbia,50.13,-125.21
Openit 27,British Columbia,49.36,-126.25
Ophir,Ontario,46.46,-83.72
O-Pipon-Na-Piwin Cree Nation 1,Manitoba,56.78,-98.91
Opischikonayak Nation,Manitoba,54.96,-94.68
Opitsat 1,British Columbia,49.17,-125.91
Ops,Ontario,44.32,-78.79
Orange Hill,New Brunswick,45.36,-65.53
Orangedale,Nova Scotia,45.9,-61.09
Orangedale East,Nova Scotia,45.93,-61.06
Oranmore,Ontario,45.58,-79.7
Orcadia,Saskatchewan,51.26,-102.61
Orchard,Ontario,43.4,-79.79
Orchard Beach,Ontario,43.455,-80.34
Orchard Grove,Ontario,44.26,-79.48
Orchard Heights,Ontario,43.59,-79.56
Orchard Park,Ontario,43.06,-80.195
Orchard Point,Ontario,44.6,-79.37
Orchards Corner,New Brunswick,46.46,-67.72
Orchardside,Ontario,45.05,-75.2
Orchardville,Ontario,44.08,-80.79
O'Regan's,Newfoundland and Labrador,47.85,-59.22
Oregon,Nova Scotia,46.32,-60.65
Oregon Jack Creek 2,British Columbia,50.64,-121.44
Oregon Jack Creek 5,British Columbia,50.6,-121.31
O'Reilly's Bridge,Ontario,42.97,-79.31
Orford,Quebec,45.38,-72.2
Orford Bay 4,British Columbia,50.6,-124.84
Orford Lake,Quebec,45.3,-72.27
Oriel,Ontario,43.06,-80.64
Orient,Ontario,45.54,-75.18
Orient Bay,Ontario,49.37,-88.13
Oriole Parkway,Ontario,42.37,-82.21
Orkney,Saskatchewan,49.13,-107.91
Orkney Beach,Ontario,44.58,-79.33
Orland,Ontario,44.13,-77.78
Orlo,Quebec,46.2,-76.04
Ormond,Ontario,45.15,-75.39
Ormond Beach,Ontario,42.65,-81.02
Ormonde Creek 8,British Columbia,54.18,-124.69
Ormsby,Ontario,44.88,-77.74
Ormsby Place,Alberta,53.49,-113.64
Oro Beach,Ontario,44.44,-79.51
Oro Lea Beach,Ontario,44.42,-79.53
Oro Park,Ontario,44.45,-79.49
Oro Station,Ontario,44.45,-79.51
Oro-Medonte,Ontario,44.57,-79.6
Oromocto 26,New Brunswick,45.85,-66.46
Oromocto West,New Brunswick,45.83,-66.51
Orr Lake,Ontario,44.61,-79.79
Orr's Lake,Ontario,43.35,-80.36
Orsainville,Quebec,46.88,-71.28
Orton,Ontario,43.78,-80.22
Ortonville,New Brunswick,46.95,-67.67
Orwell,Ontario,42.77,-81.03
Ory,Quebec,48.45,-64.35
Osaca,Ontario,44,-78.43
Osage,Saskatchewan,49.95,-103.58
Osborn,British Columbia,56.6,-120.37
Osborne,Manitoba,49.54,-97.36
Osborne,Ontario,42.9,-82.25
Osborne Corner,New Brunswick,45.9,-64.79
Osborne Corners,Ontario,43.2,-80.27
Osborne Harbour,Nova Scotia,43.72,-65.11
Osborne Head Range,Nova Scotia,44.61,-63.42
Osceola,Ontario,45.62,-76.94
