,Municipality,Longitude,Latitude
8401,Loretteville,-71.36,46.84
8402,Loretto,-79.89,44.04
8403,Lories,-55.93,46.9
8404,Lorimer Lake,-79.97,45.54
8405,Lorin Meadow 9,-122.58,52.66
8406,Lorlie,-103.28,50.83
8407,Lorne Park,-79.61,43.53
8408,Lorne Park Estates,-79.6,43.53
8409,Lorne Valley,-62.69,46.26
8410,Lornevale,-63.65,45.47
8411,Lorneville,-66.15,45.18
8414,Lorrain,-79.76,47.36
8415,Lorrain Valley,-79.51,47.26
8416,Lorraine,-79.2,42.87
8418,Lorrainville,-79.35,47.35
8419,Losier Settlement,-64.93,47.56
8420,Lost Channel,-78.805,45.155
8421,Lost Nation,-77.39,45.38
8422,Lost River,-74.54,45.83
8423,Lot 11 and Area,-63.96,46.66
8424,Lothian,-81.63,43.98
8425,Lots-Renversés,-68.66,47.66
8426,Lotus,-78.69,44.12
8427,Loughborough 3,-125.54,50.5
8428,Loughbreeze,-77.86,43.98
8429,Louis Bull 138B,-113.56,52.89
8430,Louis Creek,-120.11,51.13
8431,Louis Creek 4,-120.12,51.13
8432,Louis Head,-65.01,43.74
8433,Louis Squinas Ranch 14,-125.45,52.58
8434,Louisa,-74.36,45.76
8435,Louisbourg,-59.97,45.91
8436,Louise,-80.98,44.27
8437,Louisville,-63.12,45.73
8439,Lourdes-de-Blanc-Sablon,-57.2,51.41
8440,Lousana,-113.19,52.11
8441,Lovat,-62.85,45.51
8443,Lovering,-79.61,44.76
8444,Loverna,-110.0,51.66
8445,Lovett,-77.65,44.03
8446,Low Bush River,-80.15,48.91
8447,Low Point,-52.95,48.05
8448,Lowbanks,-79.45,42.87
8449,Lowe Farm,-97.58,49.35
8450,Lower Anfield,-67.48,46.91
8451,Lower Barnaby,-65.56,46.89
8452,Lower Barneys River,-62.34,45.66
8453,Lower Blomidon,-64.36,45.24
8454,Lower Bloomfield,-67.72,46.27
8455,Lower Branch,-64.57,44.41
8456,Lower Burlington,-64.13,45.08
8457,Lower Burton,-66.37,45.87
8458,Lower Caledonia,-62.27,45.27
8459,Lower California,-67.76,46.86
8460,Lower Cambridge,-66.07,45.72
8461,Lower Canard,-64.38,45.13
8462,Lower Cape,-64.59,45.82
8463,Lower Caverhill,-67.12,46.04
8464,Lower Chatham Head,-65.53,47.0
8465,Lower China Creek,-117.68,49.21
8466,Lower Clarks Harbour,-65.61,43.43
8467,Lower Clyde River,-65.52,43.72
8468,Lower Concession,-66.08,44.25
8469,Lower Cove,-65.55,45.7
8471,Lower Coverdale,-64.71,46.03
8472,Lower Dacre,-76.94,45.36
8473,Lower Debert,-63.51,45.39
8474,Lower Derby,-65.61,46.93
8475,Lower Durham,-66.51,46.12
8476,Lower East Chezzetcook,-63.21,44.69
8477,Lower East Pubnico,-65.77,43.61
8478,Lower Economy,-63.98,45.4
8479,Lower Fishpot Lake 24A,-123.8,52.96
8480,Lower Five Islands,-64.09,45.41
8481,Lower Gagetown,-66.14,45.74
8482,Lower Greenfield,-67.64,46.47
8483,Lower Greenville,-63.61,45.63
8484,Lower Hainesville,-67.04,46.09
8485,Lower Hat Creek 2,-121.5,50.87
8486,Lower Holleford,-76.62,44.46
8487,Lower Island Cove,-52.98,48.0
8488,Lower Jemseg,-66.09,45.78
8489,Lower Jordan Bay,-65.24,43.68
8490,Lower Kars,-65.96,45.58
8491,Lower Kingston,-65.98,45.49
8492,Lower Kintore,-67.64,46.67
8493,Lower Kootenay 1A,-116.51,49.02
8494,Lower Kootenay 1B,-116.54,49.07
8495,Lower Kootenay 1C,-116.58,49.09
8496,Lower Kootenay 2,-116.56,49.12
8497,Lower Kootenay 3,-116.58,49.13
8498,Lower Kootenay 4,-116.59,49.14
8499,Lower Kootenay 5,-116.58,49.16
8500,Lower LaHave,-64.33,44.28
8501,Lower L'Ardoise,-60.74,45.6
8502,Lower Lincoln,-66.51,45.86
8503,Lower Line Queensbury,-66.9,45.92
8504,Lower Little Ridge,-67.39,45.2
8505,Lower Lonsdale,-123.06,49.31
8506,Lower Maccan,-64.3,45.75
8507,Lower Main River,-64.98,46.56
8508,Lower Midland,-65.81,45.63
8509,Lower Millstream,-65.61,45.73
8510,Lower Montague,-62.59,46.15
8511,Lower Mount Royal,-114.08,51.03
8512,Lower Napan,-65.34,47.05
8513,Lower Neguac,-65.05,47.26
8514,Lower New Cornwall,-64.46,44.48
8515,Lower Newcastle,-65.39,47.08
8516,Lower Nicola,-120.88,50.15
8517,Lower Northampton,-67.54,46.04
8518,Lower Northfield,-64.55,44.47
8519,Lower Norton,-65.86,45.53
8520,Lower Ohio,-65.36,43.84
8521,Lower Onslow,-63.39,45.37
8522,Lower Perth,-67.71,46.7
8523,Lower Portage,-67.72,46.92
8524,Lower Prince William,-66.99,45.88
8525,Lower Prospect,-63.72,44.45
8526,Lower Queensbury,-66.96,45.88
8527,Lower Ridge,-65.36,45.96
8528,Lower River Hebert,-64.34,45.72
8529,Lower River Inhabitants,-61.23,45.6
8530,Lower Rockport,-64.52,45.72
8531,Lower Rose Bay,-64.29,44.28
8532,Lower Royalton,-67.76,46.46
8533,Lower Saint-Charles,-64.96,46.69
8534,Lower Sandy Point,-65.28,43.67
8535,Lower Saulnierville,-66.13,44.24
8536,Lower Selma,-63.6,45.31
8537,Lower Shag Harbour,-65.68,43.5
8538,Lower Shawniken 4A,-121.36,50.41
8539,Lower Shinimicas,-63.89,45.9
8540,Lower Ship Harbour,-62.83,44.78
8541,Lower Similkameen 2,-119.75,49.11
8542,Lower South River,-61.91,45.59
8543,Lower Springfield,-61.87,45.5
8544,Lower St. Marys,-66.6,45.93
8545,Lower Stafford,-77.0,45.68
8546,Lower Stoneridge,-66.91,46.06
8547,Lower Three Fathom Harbour,-63.29,44.63
8548,Lower Tower Hill,-67.18,45.3
8549,Lower Truro,-63.33,45.36
8550,Lower Turtle Creek,-64.89,46.0
8551,Lower Wakefield,-67.52,46.2
8552,Lower Washabuck,-60.77,46.06
8553,Lower Waterville,-67.58,46.24
8554,Lower Wedgeport,-65.97,43.71
8555,Lower Wentworth,-63.55,45.7
8556,Lower Wingham,-81.31,43.89
8557,Lower Wolfville,-64.32,45.09
8558,Lower Woods Harbour,-65.73,43.52
8559,Lower Woodstock,-67.57,46.11
8560,Lowertown,-75.69,45.43
8561,Lowther,-88.95,49.655
8562,Lowville,-79.9,43.43
8563,Loyal,-81.67,43.77
8564,Loyalist,-76.76,44.24
8565,Loyalist Park,-75.71,44.61
8566,Lucan Biddulph,-81.38,43.22
8567,Lucasville,-63.72,44.76
8569,Lucerne,-75.81,45.39
8570,Lucille,-79.97,43.98
8571,Lucky Man,-107.23,53.0
8572,Ludgate,-80.53,45.89
8573,Ludlow,-66.34,46.49
8574,Lueck Mill,-80.89,44.37
8575,Lugar,-65.81,47.67
8576,Lukseetsissum 9,-121.61,49.35
8577,Lulu 5,-120.22,49.4
8578,Lumina,-79.01,45.28
8579,Lumley,-81.41,43.39
8580,Lumsden Beach,-104.89,50.76
8581,Lumsden Dam,-64.38,45.01
8582,Lumsden Road,-65.78,47.08
8583,Lundy,-61.5,45.28
8584,Lundys Corners,-76.52,45.43
8585,Lundy's Lane,-79.1,43.08
8586,Lurgan Beach,-81.73,44.08
8587,Lushes Bight - Beaumont - Beaumont North,-55.69,49.61
8588,Lussier,-74.16,46.28
8589,Lust Subdivision,-122.43,52.95
8590,Lutes Mountain,-64.9,46.13
8591,Luton,-80.95,42.73
8592,Lutterworth,-78.75,44.88
8593,Luxton,-123.53,48.42
8594,Lyacksun 3,-123.67,49.09
8595,Lyalta,-113.6,51.11
8596,Lydgate,-65.11,43.71
8597,Lyleton,-101.17,49.05
8598,Lynbrook Heights,-105.55,50.4
8599,Lynch Corner,-66.16,45.5
8600,Lynche River,-60.82,45.65
8601,Lynden,-80.14,43.23
8602,Lynedoch,-80.5,42.8
8603,Lynn,-64.1,45.51
8604,Lynn Valley,-123.03,49.33
8606,Lynnfield,-67.29,45.39
8607,Lynnmour,-123.03,49.31
8608,Lynnville,-80.36,42.88
8609,Lynnwood,-113.58,53.51
8610,Lynwood Village,-75.81,45.32
8611,Lynx Creek,-121.83,56.06
8612,Lyons,-80.98,42.84
8614,Lyons Brook,-62.78,45.66
8615,Lyonshall,-99.82,49.16
8616,Lyttleton,-65.91,46.93
8617,Lytton 13A,-121.68,50.4
8618,Lytton 21A,-121.58,50.27
8619,Lytton 26A,-121.58,50.18
8620,Lytton 27B,-121.6,50.24
8621,Lytton 31,-121.59,50.2
8622,Lytton 32,-121.67,50.41
8623,Lytton 33,-121.71,50.41
8624,Lytton 3A,-121.66,50.35
8625,Lytton 4A,-121.71,50.44
8626,Lytton 4B,-121.72,50.44
8627,Lytton 4C,-121.71,50.44
8628,Lytton 4D,-121.71,50.46
8629,Lytton 4E,-121.7,50.42
8630,Lytton 4F,-121.69,50.41
8631,Lytton 5A,-121.74,50.5
8632,Lytton 9A,-121.65,50.3
8633,Lytton 9B,-121.62,50.27
8634,Maahpe 4,-126.44,49.47
8635,Mabee's Corners,-80.68,42.77
8636,Mabel,-74.46,45.65
8637,Mabou Harbour,-61.41,46.08
8638,Mabou Mines,-61.46,46.11
8639,Macabee,-66.63,47.91
8640,Maccan Woods,-64.31,45.71
8641,MacCormicks Corner,-61.27,46.15
8642,Macdonald,-98.46,50.05
8643,MacDonald Beach,-79.31,44.58
8644,"Macdonald, Meredith and Aberdeen Additional",-83.96,46.47
8645,MacDonalds Grove,-74.89,45.29
8646,MacDonalds Point,-66.04,45.71
8647,MacDougall,-64.7,46.26
8648,MacDowell,-92.72,52.2
8649,MacEwan,-114.13,51.15
8650,Maceys Bay,-79.76,44.83
8651,MacGillivrays Bridge,-74.64,45.15
8652,Machar,-79.47,45.87
8653,Machin,-93.15,49.77
8654,Machta 16,-127.15,50.0
8655,MacIntosh Mill,-67.45,46.52
8656,MacIntyre Lake,-61.27,45.64
8657,MacKay,-115.58,53.64
8658,MacKay Siding,-63.29,45.15
8659,Mackdale,-61.35,45.67
8660,Mackenzie 19,-123.09,55.32
8661,MacKenzie Lake,-113.98,50.9
8662,Mackey,-77.79,46.17
8663,Macksville,-81.68,42.82
8664,MacLarens Landing,-76.16,45.51
8665,MacLean Settlement,-66.84,46.07
8666,MacLennan,-84.02,46.35
8667,MacLeod Settlement,-61.35,45.94
8668,MacNabs Cove,-60.72,45.73
8669,MacNider,-67.99,48.67
8670,MacNutt,-101.6,51.08
8671,MacPhees Corner,-63.53,45.11
8672,Mactaquac,-66.88,45.94
8673,Macton,-80.69,43.62
8674,Macville,-79.78,43.85
8675,Madawaska Valley,-77.68,45.52
8676,Maddington Falls,-72.135,46.21
8677,Madeira Park,-124.01,49.61
8678,Maders Cove,-64.35,44.43
8679,Madison,-109.01,51.21
8680,Madsen,-93.92,50.96
8681,Maecks Subdivision,-79.38,45.83
8682,Mafeking,-101.11,52.68
8684,Magaguadavic,-67.16,45.76
8685,Maganktoon 56,-129.98,54.32
8686,Magna Bay,-119.28,50.96
8687,Magnetawan 1,-80.46,45.74
8688,Magnetic Hill,-64.88,46.13
8689,Magnolia Bridge,-114.85,53.59
8690,Magpie,-84.69,48.1
8692,Magpie Mine,-84.71,48.21
8693,Ma-Guala 6,-123.71,49.13
8694,Magundy,-67.1,45.82
8695,Magwekstala 10,-126.78,50.91
8696,Mahatta River,-127.8,50.46
8697,Mahmalillikullah 1,-126.56,50.61
8698,Mahoneys Beach,-61.9,45.7
8699,Mahpahkum 4,-127.48,50.88
8700,Mah-te-nicht 8,-127.86,50.45
8701,Maidens,-79.45,47.21
8702,Maillard,-70.54,47.33
8703,Maillardville,-122.88,49.23
8704,Main-à-Dieu,-59.84,46.0
8705,Mainstream,-67.39,46.33
8706,Mainsville,-75.43,44.81
8707,Mair,-101.8,49.73
8708,Mair Mills,-80.27,44.49
8709,Maison-Saint-Bernard,-70.64,46.64
8710,Maitland Bridge,-65.2,44.44
8711,Maka 8,-121.54,50.26
8712,Makaoo 120,-110.03,53.67
8714,Makaroff,-101.5,51.35
8715,Makinak,-99.66,50.98
8716,Makkovik,-59.2,55.04
8717,Maklaksadagmaks 41,-130.43,54.78
8718,Maklaksadagmaks 42,-130.49,54.82
8719,Makwa Lake 129,-109.31,54.01
8720,Makwa Lake 129A,-109.09,54.03
8721,Makwa Lake 129B,-109.2,54.04
8722,Makwa Lake 129C,-109.09,54.04
8723,Malachan 11,-124.66,48.8
8724,Malachi,-94.98,49.92
8725,Malagash,-63.37,45.77
8726,Malagash Centre,-63.3,45.77
8727,Malagash Mine,-63.32,45.79
8728,Malagash Point,-63.26,45.79
8729,Malagash Station,-63.41,45.76
8730,Malagawatch,-60.98,45.83
8731,Malagawatch 4,-60.96,45.88
8732,Malahat,-123.56,48.54
8733,Malahat 11,-123.52,48.61
8734,Malahide,-80.915,42.755
8735,Malakoff,-64.53,46.12
8737,Malauze,-66.75,47.94
8738,Malay Falls,-62.48,44.98
8739,Mal-Bay,-64.2,48.62
8740,Malcolm,-81.1,44.23
8741,Malcolm Island 8,-127.13,50.63
8742,Malden,-63.87,46.1
8743,Malden Centre,-83.03,42.05
8744,Malignant Cove,-62.08,45.78
8745,Malioténam 27A,-66.18,50.21
8746,Mall Bay,-53.58,46.97
8747,Malmo Plains,-113.53,53.48
8748,Malone,-77.6,44.56
8749,Malonton,-97.21,50.57
8750,Malpeque Bay,-63.65,46.51
8751,Maltais,-66.61,47.93
8752,Maltampec,-65.0,47.66
8753,Malton,-79.64,43.7
8754,Malvern,-79.23,43.81
8755,Malvern West,-79.24,43.78
8756,Malvina,-71.44,45.18
8757,Mammamattawa,-84.36,50.41
8758,Mammin River 25,-132.31,53.62
8759,Man of War Cove,-58.81,48.52
8760,Manassette Lake,-61.35,45.43
8761,Manawanstawayak 230,-103.37,55.35
8762,Manche-d'Épée,-65.43,49.25
8763,Manchester,-114.06,51.0
8766,Mandaumin,-82.23,42.95
8767,Mandeville,-73.35,46.36
8768,Manganese Mines,-63.14,45.4
8769,Manic-Cinq,-68.73,50.63
8770,Manigotagan Settlement,-96.3,51.11
8771,Manion Corners,-76.06,45.25
8772,Manitoba House Settlement,-98.85,50.86
8773,Manitou Beach,-105.43,51.71
8774,Manitou Dock,-80.11,45.11
8775,Manitou Falls,-93.46,50.58
8776,Manitou Park,-84.27,46.52
8777,Manitou Rapids 11,-93.91,48.65
8778,Manley,-81.24,43.59
8779,Mann,-66.71,48.07
8780,Mann Mountain Settlement,-66.95,47.94
8781,Mann Settlement,-67.01,48.01
8782,Manneville,-78.43,48.54
8783,Mannheim,-80.54,43.39
8784,Mannhurst,-65.27,45.94
8785,Manning Park,-120.78,49.06
8786,Manola,-114.23,54.09
8787,Manomin,-93.76,48.89
8788,Manor Park,-78.455,44.205
8789,Manordale,-75.75,45.32
8790,Manotick Station,-75.62,45.25
8791,Mansewood,-79.9,43.55
8792,Mansfield,-63.93,45.8
8794,Mansfield-et-Pontefract,-76.73,46.03
8795,Manson,-101.36,50.13
8796,Mansville,-72.61,45.16
8797,Mantario,-109.69,51.26
8798,Mantua,-64.04,45.0
8799,Manuels,-64.98,47.03
8800,Manuels Cove,-54.73,49.61
8801,Manvers,-78.56,44.12
8802,Maple,-79.66,43.585
8803,Maple Bay,-123.61,48.81
8804,Maple Beach,-79.18,44.37
8805,Maple Glen,-65.72,47.02
8806,Maple Green,-66.52,48.03
8807,Maple Grove,-66.71,46.36
8811,Maple Hill,-78.94333333,44.23666667
8812,Maple Hills,-80.54,43.45
8813,Maple Island,-79.87,45.69
8814,Maple Lake,-78.66,45.08
8815,Maple Lane,-80.305,43.63
8816,Maple Lane Annex,-79.98,43.2
8817,Maple Lawn,-76.46,44.3
8818,Maple Leaf,-77.83,45.26
8820,Maple Park,-79.27,42.99
8821,Maple Point 11,-129.21,53.1
8822,Maple Valley,-79.845,44.5
8823,Maple View,-77.67,44.24
8824,Mapledale,-67.65,46.08
8825,Maplehurst,-67.69,46.59
8826,Mapleton,-64.935,45.975
8829,Mapleton Place,-64.76,46.11
8830,Mapleview,-67.39,46.96
8831,Maplewood,-123.0,49.3
8835,Maquapit Lake,-66.18,45.93
8836,Maquazneecht Island 17,-127.55,50.55
8837,Mar,-81.2,44.82
8838,Mara Beach,-79.19,44.51
8839,Marathon Village,-76.12,45.36
8840,Marble Canyon 3,-121.66,50.81
8841,Marble Mountain,-61.04,45.81
8842,Marble Rock,-76.14,44.39
8843,Marburg,-80.17,42.83
8844,Marcelville,-65.53,46.66
8845,Marchand,-96.38,49.44
8847,Marchhurst,-75.99,45.36
8848,Marchmont,-79.51,44.63
8849,Marchwell,-101.58,50.79
8850,Marcil,-65.04,48.12
8851,Marcotte,-79.35,49.0
8852,Marden,-80.29,43.58
8853,Marelan,-74.56,45.63
8854,Marengo,-109.78,51.47
8855,Marentette Beach,-82.49,41.99
8856,Margaree,-61.07,46.39
8857,Margaree 25,-61.09,46.33
8858,Margaree Centre,-60.99,46.34
8859,Margaree Harbour,-61.1,46.43
8860,Margaree Valley,-60.97,46.35
8861,Margaret,-99.85,49.4
8862,Margo Lake,-86.34,49.81
8863,Marguerite,-122.43,52.5
8864,Maria-de-Kent,-64.77,46.44
8865,Maria-Ouest,-66.05,48.15
8866,Mariatown,-75.2,44.88
8867,Maricourt,-72.26,45.56
8868,Marie Joseph,-62.08,44.97
8869,Marie-Reine,-117.28,56.07
8870,Marigold,-123.4,48.46
8871,Marina Estates,-79.21,44.33
8872,Marinette,-62.65,44.97
8873,Marion's Corner,-77.06,45.89
8874,Mariposa,-78.87,44.31
8875,Mariposa Beach,-79.35,44.66
8876,Mark Crossing,-76.09,46.02
8877,Mark Hill,-66.8,44.67
8878,Markerville,-114.17,52.12
8879,Markhamville,-65.45,45.61
8880,Markinch,-104.36,50.93
8881,Markland Woods,-79.57,43.61
8882,Marktosis 15,-126.05,49.27
8883,Marlborough,-112.315,50.535
8884,Marlborough Park,-113.94,51.05
8885,Marlington,-72.19,45.04
8886,Marmion,-81.05,44.39
8887,Marmora and Lake,-77.73,44.64
8888,Marne,-67.48,45.9
8889,Marnoch,-81.42,43.84
8890,Marpole,-123.13,49.2
8891,Marquette,-97.73,50.06
8893,Marquis,-105.71,50.61
8894,Marriott,-108.01,51.8
8895,Marriotts Cove,-64.27,44.55
8896,Marrtown,-65.67,45.84
8897,Marsboro,-70.94,45.55
8898,Marsdale,-79.24,43.13
8899,Marsh,-62.25,45.5
8900,Marsh Brook,-61.0,46.37
8901,Marsh Hill,-79.06,44.15
8902,Marshall Bay,-76.29,45.43
8903,Marshall Park,-79.44,46.27
8904,Marshall Point,-61.47,45.39
8905,Marshalltown,-65.8,44.57
8906,Marshdale,-62.71,45.47
8907,Marshes (West Bay),-61.15,45.74
8908,Marshfield,-82.92,42.07
8909,Marshville,-63.12,45.75
8910,Marshy Hope,-62.19,45.58
8911,Marshy Lake 1,-120.81,51.09
8912,Marston,-80.6,42.7
8914,Marsville,-80.22,43.82
8915,Martels Corners,-75.1,45.36
8916,Marten Falls 65,-85.91,51.66
8917,Marten River,-79.81,46.73
8918,Marter,-79.8,47.88
8919,Marthaville,-82.16,42.9
8920,Martin,-65.1,48.12
8921,Martin Farm,-79.59,44.54
8922,Martin Grove Gardens,-79.56,43.68
8923,Martin Prairie,-119.81,50.66
8924,Martin Siding,-67.84,47.09
8925,Martindale,-113.95,51.11
8927,Martindale Heights,-79.26,43.16
8928,Martinique,-61.05,45.58
8929,Martins,-79.3,45.28
8930,Martins Brook,-64.34,44.4
8931,Martins Corner,-76.89,45.47
8932,Martins Corners,-75.45,45.5
8933,Martins Landing,-77.65,44.87
8934,Martins Point,-64.31,44.49
8935,Martinson's Beach,-108.43,53.09
8936,Martinville,-71.71,45.26
8937,Martock,-64.16,44.95
8938,Martyrs Shrine,-79.84,44.73
8939,Marvelville,-75.37,45.21
8940,Marvin Heights,-79.65,43.71
8941,Mary Cove 12,-128.43,52.61
8942,Mary Hill,-122.78,49.23
8943,Mary Hill Training Area,-123.54,48.34
8944,Marydale,-61.86,45.53
8945,Marygrove,-79.9,44.83
8946,Maryhill,-80.38,43.53
8947,Maryland,-76.37,45.56
8948,Marysburg,-105.08,52.31
8949,Maryvale,-62.04,45.73
8951,Marywood Meadows,-79.93,43.64
8952,Mascarene,-66.9,45.1
8953,Mascouche,-73.6,45.75
8954,Masefield,-107.8,49.15
8955,Mashteuiatsh,-72.23,48.56
8956,Maskikopawiscikosik 229,-103.04,55.21
8957,Maskinonge Park,-79.46,44.23
8958,Mason Creek,-122.78,57.33
8959,Masons Beach,-64.32,44.36
8960,Masons Point,-63.91,44.66
8961,Masonville,-81.28,43.02
8963,Massanoga,-77.28,44.97
8964,Massawippi,-71.99,45.18
8965,Masset 1,-132.16,54.03
8966,Massey Drive,-57.89,48.93
8967,Massey Place,-106.71,52.14
8968,Massie,-80.8,44.46
8969,Masstown,-63.48,45.38
8970,Matachewan 72,-80.64,48.06
8971,Matador,-107.95,50.8
8972,Matamec,-65.97,50.28
8973,Matane-Est,-67.48,48.85
8974,Matane-sur-Mer,-67.58,48.82
8975,Matapédia-Ouest,-66.96,47.93
8976,Matawatchan,-77.11,45.14
8977,Matchlee 13,-126.04,49.61
8978,Mates Corner,-64.13,46.13
8979,Mather,-99.19,49.09
8980,Mathers Corners,-78.21,44.22
8981,Matlaten 4,-125.52,50.45
8982,Matsayno 5,-125.36,50.55
8983,Matsqui,-122.29,49.1
8984,Matsqui 4,-122.47,49.0
8985,Matsqui Main 2,-122.34,49.1
8986,Mattagami 71,-81.52,47.85
8987,Mattatall Lake,-63.47,45.68
8988,Mattawan,-78.84,46.36
8989,Matthews,-65.91,46.93
8990,Matthiasville,-79.2,44.99
8991,Mattice-Val Côté,-83.28,49.64
8992,Mattie Settlement,-61.55,45.59
8993,Mauriceville,-71.03,47.27
8994,Mauvais Rocher 5,-121.08,50.78
8995,Maxan Creek 5,-126.14,54.33
8996,Maxan Lake 3,-126.16,54.34
8997,Maxan Lake 4,-126.11,54.31
8998,Maxim,-103.96,49.31
8999,Maxwellton,-66.05,44.16
9000,Mayerville,-75.06,45.27
9001,Mayfair,-114.08,51.0
9005,Mayfeld,-98.99,50.11
9006,Mayfield,-113.6,53.55
9009,Mayflower,-66.09,44.08
9010,Mayhews Landing,-77.58,45.32
9011,Mayland Heights,-114.0,51.05
9012,Maymont Beach,-108.33,53.06
9013,Mayne Corners,-81.01,43.81
9014,Mayne Island,-123.29,48.85
9015,Mayne Island 6,-123.32,48.85
9016,Maynooth Station,-77.91,45.23
9017,Mayook,-115.56,49.48
9018,Maywood,-79.97,43.22
9019,Mazerolle Settlement,-66.84,45.87
9020,McAdams Lake,-60.45,46.04
9021,McAlpine,-74.69,45.53
9022,McAlpine Corners,-77.86,45.23
9023,McAlpines,-66.1,45.71
9024,McArras Brook,-62.2,45.73
9025,McArthur Generating Station,-95.99,50.4
9026,McArthurs Mills,-77.57,45.12
9027,McBean,-75.98,46.06
9028,McBean Harbour,-82.19,46.13
9029,McCain Settlement,-65.53,45.66
9030,McCallum Settlement,-63.25,45.49
9031,McCarleys Corners,-75.53,44.91
9032,McCarthy Park,-104.66,50.49
9033,McCartney's Flat 4,-121.89,50.65
9034,McCauley,-113.48,53.55
9035,McCluskey,-67.77,46.97
9036,McCluskeys Corners,-89.47,48.3
9037,McConnell,-100.52,50.26
9038,McCool,-79.88,47.64
9039,McCord,-106.83,49.42
9040,McCormick,-74.59,45.34
9041,McCourts Corner,-72.01,45.6
9042,McCracken Landing,-78.07,44.24
9043,McCrackens Landing,-78.14,44.53
9044,McCrackins Beach,-79.1,44.68
9045,McCrae,-77.44,44.97
9046,McCrea Heights,-80.99,46.57
9047,McCrearys,-76.21,45.11
9048,McCreary's Shore,-76.21,45.02
9049,McCrimmon,-74.73,45.42
9050,McCulloughs Landing,-76.21,45.01
9051,McDames Creek 2,-129.22,59.18
9052,McDonald Corner,-66.0,45.78
9053,McDonald Court,-79.9,43.32
9054,McDonald Lake 1,-133.55,59.72
9055,McDonald's Corners,-76.52,44.95
9056,McDougall,-78.42,45.45
9057,McDougall Mills,-91.54,50.16
9058,McFarlane Lake,-80.94,46.43
9059,McGarry,-79.57,48.14
9060,McGary Flats,-77.96,45.16
9061,McGaw,-81.62,43.74
9062,McGee,-108.25,51.5
9063,McGee Lake,-64.59,45.0
9064,McGinleys Corner,-64.57,45.99
9065,McGinnis Creek,-94.65,48.85
9066,McGivney,-66.56,46.36
9067,McGrath,-77.08,45.48
9068,McGrath Corner,-67.73,46.48
9069,McGraths Cove,-63.85,44.5
9070,McGraw Brook,-66.1,46.82
9071,McGregor Bay,-81.64,46.08
9072,McGregor Brook,-65.53,45.77
9073,McGuire,-77.19,45.85
9074,McGuire Settlement,-77.07,44.53
9075,M'Chigeeng 22,-82.17,45.81
9076,McIntosh,-87.36,46.965
9077,McIntosh Mills,-75.9,44.55
9078,McIntosh Springs,-80.87,48.64
9079,McIntyre,-78.54,44.26
9080,McIntyre Industrial,-113.45,53.48
9081,McIntyre Lake 23,-123.08,55.04
9082,McIver,-81.09,44.86
9083,McIver's,-58.1,49.06
9084,McKague,-103.93,52.61
9085,Mckay 209,-105.62,54.74
9086,McKay Meadow 4,-122.61,52.5
9087,McKay Section,-63.95,45.0
9088,McKays Corner,-59.98,46.18
9089,McKay's Corners,-81.99,42.45
9090,McKay's Waterfront,-76.19,45.51
9091,McKeaghan,-67.66,46.38
9092,McKee,-76.42,45.57
9093,McKees Mills,-64.72,46.41
9094,McKellar,-79.88,45.495
9095,McKellar Heights,-75.75,45.37
9096,McKellar Park,-75.76,45.38
9097,McKenzie Corner,-67.72,46.1
9098,McKenzie Island,-93.82,51.07
9099,McKenzie Lake,-78.02,45.38
9100,McKenzie Towne,-113.92,50.89
9101,McKernan,-113.51,53.5
9102,McKerrow,-81.75,46.28
9103,McKinley Landing,-119.45,49.96
9104,McKinleyville,-65.66,46.86
9105,McKinnons Harbour,-60.89,45.95
9106,McLaren's Bay,-79.24,46.85
9107,McLaren's Beach,-78.85,44.15
9108,McLarens Settlement,-76.7,45.61
9109,McLaughlin,-110.16,52.98
9110,McLean Settlement,-64.93,46.37
9111,McLean's Lake 3,-121.4,50.78
9112,McLeese Lake,-122.29,52.42
9113,McLellans Brook,-62.6,45.54
9114,McLellans Mountain,-62.53,45.5
9115,McLeod,-113.43,53.6
9116,McLeod Hill,-66.68,46.02
9117,McLeod Lake 1,-123.05,54.98
9118,McLeod Lake 5,-122.94,54.98
9119,McLeods Crossing,-59.99,46.18
9120,McLeodville,-80.03,43.88
9121,McMahon,-107.55,50.08
9122,McManus Siding,-67.72,47.06
9123,McMasterville,-73.23,45.55
9124,McMillan Island 6,-122.56,49.17
9125,McMillans Corners,-74.85,45.16
9126,McMinn,-67.06,45.28
9127,McMonagle Corner,-67.65,46.49
9128,McMunn,-95.7,49.63
9129,McMurrich,-79.43,45.43
9130,McMurrich/Monteith,-79.51,45.45
9131,McNab,-79.17,43.22
9132,McNab/Braeside,-76.5,45.42
9133,McNabs Island,-63.53,44.61
9134,McNairn,-64.83,46.45
9135,McNallys,-66.92,45.89
9136,McNamara Industrial,-113.62,53.55
9137,McNamee,-66.29,46.5
9138,McNaughton Shore,-76.18,45.02
9139,McNeil's Crossing,-72.37,45.1
9140,McNeish,-66.42,48.06
9141,McNutts Island,-65.3,43.64
9142,McPhersons Mills,-62.51,45.54
9143,McQuade,-64.82,46.22
9144,McQueen,-113.57,53.55
9146,McRae Beach,-79.26,44.34
9147,McReynolds,-75.63,44.88
9148,McRoberts Corner,-75.65,44.84
9149,McTaggart,-104.01,49.73
9150,McTavish,-97.36,49.45
9151,McVicar,-81.46,45.15
9152,McWatters,-78.91,48.21
9153,Meacham,-105.75,52.1
9154,Mead,-83.86,49.46
